# maciexl-2-or (Data loaded from a file)
# 522 data points written for 58 variables.
#
# Time (s),Altitude (ft),Altitude above sea level (ft),Vertical velocity (m/s),Total velocity (m/s),Vertical acceleration (m/s²),Total acceleration (m/s²),Position East of launch (ft),Position North of launch (ft),Lateral distance (ft),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (° N),Longitude (° E),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),Gravitational acceleration (m/s²),CP location (mm),CG location (mm),Stability margin calibers (​),Thrust (N),Thrust-to-weight ratio (​),Drag force (N),Drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Axial drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Wind velocity (m/s),Wind direction (°),Air temperature (°C),Air pressure (mbar),Air density (g/cm³),Speed of sound (m/s),Mach number (​),Reynolds number (​),Reference length (mm),Reference area (cm²),Simulation time step (s),Computation time (s),Coriolis acceleration (m/s²)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
4.043,1171.453,1171.453,87.47,87.661,-13.346,13.346,62.825,0.01,62.825,90.012,5.771,0.082,28.61,-80.6,0.458,-2.041e-5,2.292,-0.005,84.454,90.012,4010,288,0.398,0.002,9.791,1220,908,3.96,0,0,14.148,0.637,0.353,0.218,0.067,0.637,0.079,0.312,2.891e-5,0,0,0,0,3.191e-4,2.066,90.012,12.679,971.4,0.001,338.982,0.259,9.246e6,79,50,0.05,0.096,0.011
4.093,1185.748,1185.748,86.805,86.997,-13.269,13.269,63.77,0.01,63.77,90.012,5.771,0.109,28.61,-80.6,0.229,-2.15e-5,5.386,-0.006,84.626,90.012,4010,288,0.398,0.002,9.791,1223,908,4.001,0,0,13.919,0.637,0.353,0.217,0.067,0.637,0.042,0.166,-4.974e-4,0,0,0,0,0.002,2.014,90.012,12.651,970.9,0.001,338.965,0.257,9.172e6,79,50,0.05,0.096,0.011
4.143,1199.934,1199.934,86.144,86.336,-13.185,13.192,64.718,0.01,64.718,90.012,5.758,0.421,28.61,-80.6,0.115,-2.129e-5,-5.901,-0.013,84.912,90.012,4010,288,0.398,0.002,9.791,1225,908,4.026,0,0,13.699,0.637,0.353,0.217,0.067,0.637,0.02,0.084,4.905e-4,0,0,0,0,-0.002,2.047,90.012,12.623,970.4,0.001,338.948,0.255,9.1e6,79,50,0.05,0.097,0.011
4.193,1214.012,1214.012,85.486,85.678,-13.11,13.129,65.659,0.01,65.659,90.012,5.729,0.695,28.61,-80.6,0.401,-2.039e-5,-3.495,-0.006,85.199,90.012,4010,288,0.398,0.002,9.791,1220,908,3.962,0,0,13.491,0.636,0.353,0.217,0.066,0.637,0.076,0.303,2.055e-4,0,0,0,0,-7.582e-4,2.112,90.012,12.595,969.9,0.001,338.931,0.253,9.029e6,79,50,0.05,0.097,0.011
4.243,1227.982,1227.982,84.832,85.023,-13.051,13.075,66.594,0.01,66.594,90.012,5.692,0.785,28.61,-80.6,0.516,-1.766e-5,0.745,-0.006,85.256,89.954,4010,288,0.398,0.002,9.791,1218,908,3.94,0,0,13.283,0.636,0.353,0.217,0.066,0.637,0.096,0.38,-2.418e-4,0,0,0,0,3.348e-5,2.147,90.012,12.567,969.4,0.001,338.915,0.251,8.957e6,79,50,0.045,0.098,0.011
4.287,1240.344,1240.344,84.251,84.441,-13.007,13.028,67.425,0.01,67.425,90.012,5.657,0.744,28.61,-80.6,0.516,-1.642e-5,4.641,-0.008,85.142,89.954,4010,288,0.398,0.002,9.791,1219,908,3.948,0,0,13.096,0.636,0.353,0.217,0.066,0.637,0.089,0.351,-6.909e-5,0,0,0,0,0.001,2.248,90.012,12.543,968.9,0.001,338.9,0.25,8.894e6,79,50,0.049,0.098,0.011
4.336,1253.832,1253.832,83.615,83.804,-12.972,12.982,68.333,0.01,68.333,90.012,5.625,0.527,28.61,-80.6,0.229,-1.715e-5,7.735,-0.008,84.798,89.954,4010,288,0.398,0.002,9.791,1223,908,3.996,0,0,12.886,0.636,0.353,0.217,0.066,0.636,0.045,0.176,-1.6e-4,0,0,0,0,0.004,2.321,90.012,12.516,968.4,0.001,338.884,0.248,8.825e6,79,50,0.05,0.099,0.011
4.386,1267.497,1267.497,82.967,83.157,-12.952,12.954,69.252,0.01,69.252,90.012,5.607,0.173,28.61,-80.6,0.172,-1.672e-5,-8.136,-0.012,84.397,90.012,4010,288,0.398,0.002,9.791,1224,908,4.014,0,0,12.677,0.636,0.353,0.217,0.066,0.636,0.029,0.123,-4.615e-4,0,0,0,0,-0.004,2.268,90.012,12.489,967.9,0.001,338.867,0.246,8.754e6,79,50,0.05,0.099,0.011
4.436,1281.053,1281.053,82.32,82.511,-12.942,12.943,70.174,0.01,70.174,90.012,5.608,0.189,28.61,-80.6,0.573,-1.473e-5,-5.042,-0.004,84.053,90.012,4010,288,0.398,0.002,9.791,1217,908,3.928,0,0,12.481,0.636,0.353,0.217,0.066,0.636,0.107,0.422,-1.413e-4,0,0,0,0,-0.002,2.085,90.012,12.462,967.5,0.001,338.851,0.244,8.681e6,79,50,0.043,0.1,0.011
4.479,1292.53,1292.53,81.769,81.962,-12.909,12.912,70.958,0.01,70.958,90.012,5.619,0.267,28.61,-80.6,0.688,-1.562e-5,-0.516,-0.003,83.938,90.012,4010,288,0.398,0.002,9.791,1216,908,3.908,0,0,12.313,0.636,0.353,0.216,0.066,0.636,0.125,0.489,4.711e-5,0,0,0,0,-1.868e-5,2.055,90.012,12.439,967,0.001,338.837,0.242,8.621e6,79,50,0.037,0.1,0.011
4.516,1302.507,1302.507,81.288,81.483,-12.858,12.859,71.647,0.013,71.647,90.012,5.627,0.15,28.61,-80.6,0.573,-1.49e-5,3.151,-0.004,83.996,90.012,4010,288,0.398,0.002,9.791,1218,908,3.934,0,0,12.16,0.635,0.353,0.216,0.066,0.636,0.101,0.395,-9.982e-6,0,0,0,0,6.896e-4,2.118,90.012,12.419,966.7,0.001,338.825,0.241,8.569e6,79,50,0.047,0.101,0.01
4.563,1314.941,1314.941,80.688,80.884,-12.782,12.782,72.51,0.013,72.51,90.012,5.628,0.106,28.61,-80.6,0.229,-1.421e-5,6.016,-0.011,84.225,90.012,4010,288,0.398,0.002,9.791,1223,908,3.997,0,0,11.969,0.635,0.353,0.216,0.066,0.635,0.044,0.172,8.334e-5,0,0,0,0,0.003,2.184,90.012,12.395,966.2,0.001,338.81,0.239,8.505e6,79,50,0.05,0.101,0.01
4.613,1328.123,1328.123,80.051,80.248,-12.709,12.714,73.432,0.013,73.432,90.012,5.617,0.336,28.61,-80.6,0.057,-1.452e-5,-6.704,-0.048,84.569,90.012,4010,288,0.398,0.002,9.791,1226,908,4.035,0,0,11.77,0.635,0.353,0.216,0.066,0.635,0.01,0.045,4.533e-5,0,0,0,0,-0.003,2.1,90.012,12.369,965.8,0.001,338.794,0.237,8.435e6,79,50,0.05,0.102,0.01
4.663,1341.204,1341.204,79.417,79.614,-12.644,12.655,74.354,0.013,74.354,90.012,5.595,0.532,28.61,-80.6,0.344,-1.41e-5,-5.214,-0.007,84.855,90.012,4010,288,0.398,0.002,9.791,1221,908,3.98,0,0,11.58,0.635,0.353,0.216,0.066,0.635,0.058,0.233,2.239e-4,0,0,0,0,-0.002,2.007,90.012,12.343,965.3,0.001,338.779,0.235,8.365e6,79,50,0.05,0.102,0.01
4.713,1354.18,1354.18,78.786,78.983,-12.588,12.605,75.269,0.013,75.269,90.012,5.565,0.656,28.61,-80.6,0.516,-1.441e-5,-2.12,-0.004,85.027,89.954,4010,288,0.398,0.002,9.791,1218,908,3.945,0,0,11.394,0.635,0.353,0.216,0.066,0.635,0.09,0.354,1.995e-4,0,0,0,0,-3.281e-4,1.956,90.012,12.317,964.8,0.001,338.763,0.234,8.295e6,79,50,0.05,0.103,0.01
4.763,1367.051,1367.051,78.158,78.354,-12.541,12.558,76.178,0.013,76.178,90.012,5.532,0.662,28.61,-80.6,0.516,-1.596e-5,1.604,-0.004,85.084,89.954,4010,288,0.398,0.002,9.791,1218,908,3.941,0,0,11.207,0.635,0.353,0.216,0.066,0.635,0.094,0.369,-2.668e-4,0,0,0,0,1.935e-4,1.941,90.012,12.292,964.4,0.001,338.748,0.232,8.227e6,79,50,0.05,0.103,0.01
4.813,1379.823,1379.823,77.532,77.727,-12.504,12.515,77.083,0.013,77.083,90.012,5.501,0.518,28.61,-80.6,0.344,-1.777e-5,4.87,-0.005,84.912,89.954,4010,288,0.398,0.002,9.791,1221,908,3.976,0,0,11.016,0.635,0.353,0.216,0.066,0.635,0.061,0.242,3.626e-4,0,0,0,0,0.002,1.897,90.012,12.266,963.9,0.001,338.732,0.23,8.158e6,79,50,0.05,0.103,0.01
4.863,1392.49,1392.49,76.908,77.103,-12.48,12.483,77.982,0.013,77.982,90.012,5.483,0.253,28.61,-80.6,0.013,-1.725e-5,-5.844,-0.115,84.626,89.954,4010,288,0.398,0.002,9.791,1226,908,4.044,0,0,10.826,0.634,0.353,0.216,0.066,0.634,0.002,0.012,1.945e-4,0,0,0,0,-0.003,1.751,90.012,12.241,963.5,0.001,338.717,0.228,8.089e6,79,50,0.05,0.104,0.01
4.913,1405.056,1405.056,76.284,76.48,-12.445,12.446,78.881,0.013,78.881,90.012,5.473,0.165,28.61,-80.6,0.172,-1.729e-5,-5.157,-0.008,84.339,90.012,4010,288,0.398,0.002,9.791,1224,908,4.016,0,0,10.651,0.634,0.353,0.215,0.066,0.634,0.026,0.105,-3.035e-4,0,0,0,0,-0.002,1.901,90.012,12.216,963,0.001,338.702,0.226,8.023e6,79,50,0.05,0.104,0.01
4.963,1417.516,1417.516,75.663,75.86,-12.405,12.405,79.78,0.013,79.78,90.012,5.465,0.149,28.61,-80.6,0.172,-1.736e-5,-4.125,-0.002,84.11,90.012,4010,288,0.398,0.002,9.791,1224,908,4.009,0,0,10.48,0.634,0.353,0.215,0.066,0.634,0.032,0.128,-4.631e-4,0,0,0,0,-0.001,2.117,90.012,12.192,962.6,0.001,338.687,0.225,7.958e6,79,50,0.05,0.105,0.01
5.013,1429.879,1429.879,75.044,75.242,-12.368,12.368,80.676,0.013,80.676,90.012,5.458,0.094,28.61,-80.6,0.286,-1.713e-5,-2.693,-1.256e-4,83.938,90.012,4010,288,0.398,0.002,9.791,1222,908,3.992,0,0,10.307,0.634,0.353,0.215,0.066,0.634,0.046,0.186,-2.242e-4,0,0,0,0,-5.926e-4,2.18,90.012,12.167,962.1,0.001,338.672,0.223,7.891e6,79,50,0.05,0.105,0.01
5.063,1442.139,1442.139,74.426,74.626,-12.334,12.334,81.572,0.016,81.572,90.012,5.456,0.006,28.61,-80.6,0.401,-1.77e-5,-0.573,4.121e-4,83.824,90.012,4010,288,0.398,0.002,9.791,1220,908,3.966,0,0,10.134,0.634,0.353,0.215,0.065,0.634,0.069,0.275,-4.433e-5,0,0,0,0,-2.785e-5,2.066,90.012,12.143,961.7,0.001,338.657,0.221,7.824e6,79,50,0.05,0.106,0.01
5.113,1454.298,1454.298,73.811,74.012,-12.291,12.291,82.464,0.016,82.464,90.012,5.457,0.008,28.61,-80.6,0.401,-1.712e-5,2.063,0.003,83.881,90.012,4010,288,0.398,0.002,9.791,1220,908,3.963,0,0,9.96,0.634,0.353,0.215,0.065,0.634,0.072,0.287,-1.061e-4,0,0,0,0,3.526e-4,1.933,90.012,12.119,961.3,0.001,338.643,0.219,7.756e6,79,50,0.05,0.106,0.009
5.163,1466.355,1466.355,73.197,73.4,-12.234,12.235,83.36,0.016,83.36,90.012,5.454,0.115,28.61,-80.6,0.229,-1.667e-5,4.068,0.006,84.053,90.012,4010,288,0.398,0.002,9.791,1223,908,4.001,0,0,9.787,0.634,0.353,0.215,0.065,0.634,0.039,0.152,2.277e-4,0,0,0,0,0.001,1.911,90.012,12.095,960.8,0.001,338.628,0.217,7.689e6,79,50,0.05,0.107,0.009
5.213,1478.31,1478.31,72.587,72.791,-12.174,12.177,84.255,0.016,84.255,90.012,5.444,0.296,28.61,-80.6,0.057,-1.666e-5,-4.526,0.011,84.282,89.954,4010,288,0.398,0.002,9.791,1225,908,4.03,0,0,9.62,0.634,0.353,0.215,0.065,0.634,0.013,0.053,1.21e-5,0,0,0,0,-0.002,1.942,90.012,12.071,960.4,0.001,338.614,0.215,7.624e6,79,50,0.05,0.107,0.009
5.263,1490.171,1490.171,71.98,72.184,-12.117,12.126,85.148,0.016,85.148,90.012,5.425,0.476,28.61,-80.6,0.344,-1.621e-5,-3.209,0.002,84.454,89.954,4010,288,0.398,0.002,9.791,1221,908,3.971,0,0,9.461,0.633,0.353,0.215,0.065,0.634,0.064,0.257,-7.863e-5,0,0,0,0,-9.058e-4,2.012,90.012,12.048,960,0.001,338.6,0.214,7.559e6,79,50,0.05,0.108,0.009
5.313,1501.926,1501.926,71.376,71.579,-12.067,12.082,86.033,0.016,86.033,90.012,5.397,0.596,28.61,-80.6,0.573,-1.713e-5,-0.344,1.596e-4,84.569,89.954,4010,288,0.398,0.002,9.791,1217,908,3.931,0,0,9.306,0.633,0.353,0.215,0.065,0.634,0.101,0.396,-1.447e-4,0,0,0,0,-9.385e-6,2.109,90.012,12.024,959.6,0.001,338.586,0.212,7.495e6,79,50,0.05,0.108,0.009
5.363,1513.586,1513.586,70.773,70.976,-12.03,12.043,86.916,0.016,86.916,90.012,5.368,0.553,28.61,-80.6,0.516,-1.599e-5,2.807,-9.419e-4,84.511,89.954,4010,288,0.398,0.002,9.791,1218,908,3.942,0,0,9.144,0.633,0.353,0.215,0.065,0.634,0.091,0.357,1.066e-6,0,0,0,0,7.09e-4,2.085,90.012,12.001,959.1,0.001,338.572,0.21,7.43e6,79,50,0.05,0.109,0.009
5.413,1525.148,1525.148,70.172,70.376,-11.998,12.007,87.795,0.016,87.795,90.012,5.342,0.458,28.61,-80.6,0.344,-1.696e-5,5.386,-9.66e-4,84.282,89.954,4010,288,0.398,0.002,9.791,1221,908,3.971,0,0,8.983,0.633,0.353,0.214,0.065,0.633,0.064,0.252,-3.494e-4,0,0,0,0,0.003,2.126,90.012,11.978,958.7,0.001,338.558,0.208,7.365e6,79,50,0.05,0.109,0.009
5.463,1536.608,1536.608,69.573,69.777,-11.976,11.979,88.671,0.016,88.671,90.012,5.324,0.267,28.61,-80.6,0.045,-1.695e-5,6.532,0.005,83.996,90.012,4010,288,0.398,0.002,9.791,1226,908,4.035,0,0,8.822,0.633,0.353,0.214,0.065,0.633,0.008,0.028,3.259e-4,0,0,0,0,0.004,2.07,90.012,11.956,958.3,0.001,338.544,0.207,7.3e6,79,50,0.05,0.11,0.009
5.513,1547.972,1547.972,68.975,69.179,-11.958,11.959,89.544,0.016,89.544,90.012,5.316,0.079,28.61,-80.6,0.286,-1.694e-5,-5.787,0.001,83.652,90.012,4010,288,0.398,0.002,9.791,1222,908,3.987,0,0,8.668,0.633,0.354,0.214,0.065,0.633,0.05,0.201,1.108e-5,0,0,0,0,-0.003,2.006,90.012,11.933,957.9,0.001,338.53,0.205,7.235e6,79,50,0.05,0.11,0.009
5.563,1559.239,1559.239,68.377,68.584,-11.936,11.936,90.413,0.02,90.413,90.012,5.315,0.042,28.61,-80.6,0.516,-1.726e-5,-3.667,9.013e-4,83.423,90.012,4010,288,0.398,0.002,9.791,1218,908,3.944,0,0,8.519,0.633,0.354,0.214,0.065,0.633,0.088,0.349,-4.565e-4,0,0,0,0,-0.001,1.979,90.012,11.911,957.5,0.001,338.517,0.203,7.171e6,79,50,0.05,0.11,0.009
5.613,1570.407,1570.407,67.781,67.99,-11.903,11.903,91.286,0.02,91.286,90.012,5.318,0.074,28.61,-80.6,0.573,-1.797e-5,-0.745,0.001,83.308,90.012,4010,288,0.398,0.002,9.791,1217,908,3.931,0,0,8.37,0.633,0.354,0.214,0.065,0.633,0.1,0.392,4.64e-4,0,0,0,0,-5.726e-5,1.97,90.012,11.889,957.1,0.001,338.503,0.201,7.107e6,79,50,0.05,0.111,0.009
5.663,1581.476,1581.476,67.187,67.398,-11.858,11.858,92.159,0.02,92.159,90.012,5.321,0.013,28.61,-80.6,0.458,-1.711e-5,1.891,-1.914e-4,83.365,90.012,4010,288,0.398,0.002,9.791,1219,908,3.952,0,0,8.219,0.632,0.354,0.214,0.065,0.633,0.081,0.319,-1.226e-4,0,0,0,0,3.684e-4,1.989,90.012,11.867,956.7,0.001,338.49,0.2,7.044e6,79,50,0.05,0.112,0.009
5.713,1592.451,1592.451,66.596,66.808,-11.809,11.809,93.031,0.02,93.031,90.012,5.319,0.075,28.61,-80.6,0.286,-1.777e-5,3.782,-0.001,83.48,90.012,4010,288,0.398,0.002,9.791,1222,908,3.985,0,0,8.069,0.632,0.354,0.214,0.065,0.633,0.051,0.203,1.236e-4,0,0,0,0,0.001,1.945,90.012,11.845,956.3,0.001,338.477,0.198,6.98e6,79,50,0.05,0.112,0.009
5.763,1603.327,1603.327,66.006,66.22,-11.761,11.762,93.904,0.02,93.904,90.012,5.314,0.165,28.61,-80.6,0.115,-1.801e-5,4.87,-0.006,83.709,90.012,4010,288,0.398,0.002,9.791,1224,908,4.021,0,0,7.919,0.632,0.354,0.214,0.065,0.632,0.019,0.075,3.104e-4,0,0,0,0,0.002,1.836,90.012,11.823,955.9,0.001,338.464,0.196,6.916e6,79,50,0.05,0.113,0.008
5.813,1614.104,1614.104,65.42,65.634,-11.71,11.714,94.774,0.02,94.774,90.012,5.302,0.301,28.61,-80.6,0.172,-1.818e-5,-4.698,-0.005,83.938,90.012,4010,288,0.398,0.002,9.791,1224,908,4.009,0,0,7.776,0.632,0.354,0.214,0.065,0.632,0.029,0.119,8.61e-6,0,0,0,0,-0.002,1.816,90.012,11.802,955.5,0.001,338.451,0.194,6.853e6,79,50,0.05,0.113,0.008
5.863,1624.79,1624.79,64.835,65.05,-11.665,11.672,95.643,0.02,95.643,90.012,5.284,0.407,28.61,-80.6,0.401,-1.809e-5,-3.323,-0.002,84.168,89.954,4010,288,0.398,0.002,9.791,1220,908,3.965,0,0,7.638,0.632,0.354,0.214,0.065,0.632,0.068,0.273,-3.391e-4,0,0,0,0,-0.001,1.785,90.012,11.781,955.2,0.001,338.438,0.193,6.79e6,79,50,0.05,0.113,0.008
5.913,1635.377,1635.377,64.253,64.468,-11.626,11.635,96.509,0.02,96.509,90.012,5.262,0.454,28.61,-80.6,0.516,-1.729e-5,-1.203,-0.002,84.282,89.954,4010,288,0.398,0.002,9.791,1218,908,3.943,0,0,7.499,0.632,0.354,0.214,0.065,0.632,0.088,0.348,-4.963e-4,0,0,0,0,-1.529e-4,1.737,90.012,11.76,954.8,0.001,338.425,0.191,6.727e6,79,50,0.05,0.114,0.008
5.963,1645.869,1645.869,63.673,63.888,-11.59,11.6,97.369,0.02,97.369,90.012,5.239,0.478,28.61,-80.6,0.573,-1.658e-5,1.261,-0.002,84.282,89.954,4010,288,0.398,0.002,9.791,1217,908,3.931,0,0,7.364,0.632,0.354,0.214,0.065,0.632,0.099,0.39,5.478e-5,0,0,0,0,1.776e-4,1.766,90.012,11.739,954.4,0.001,338.413,0.189,6.666e6,79,50,0.05,0.114,0.008
6.013,1656.266,1656.266,63.094,63.309,-11.556,11.566,98.228,0.02,98.228,90.012,5.215,0.471,28.61,-80.6,0.573,-1.624e-5,3.896,-0.003,84.168,89.954,4010,288,0.398,0.002,9.791,1217,908,3.931,0,0,7.231,0.632,0.354,0.213,0.065,0.632,0.098,0.386,4.659e-4,0,0,0,0,0.002,1.867,90.012,11.719,954.1,0.001,338.4,0.188,6.605e6,79,50,0.05,0.115,0.008
6.063,1666.568,1666.568,62.517,62.732,-11.534,11.539,99.081,0.023,99.081,90.012,5.194,0.343,28.61,-80.6,0.286,-1.647e-5,5.844,-0.004,83.881,89.954,4010,288,0.398,0.002,9.791,1221,908,3.982,0,0,7.091,0.632,0.354,0.213,0.065,0.632,0.053,0.206,2.917e-4,0,0,0,0,0.004,1.822,90.012,11.698,953.7,0.001,338.388,0.186,6.543e6,79,50,0.05,0.115,0.008
6.113,1676.778,1676.778,61.941,62.157,-11.514,11.516,99.931,0.023,99.931,90.012,5.18,0.219,28.61,-80.6,0.035,-1.664e-5,6.474,-0.032,83.595,89.954,4010,288,0.398,0.002,9.791,1226,908,4.035,0,0,6.958,0.632,0.354,0.213,0.064,0.632,0.006,0.02,4.759e-4,0,0,0,0,0.005,1.829,90.012,11.678,953.4,0.001,338.376,0.184,6.482e6,79,50,0.05,0.116,0.008
6.163,1686.89,1686.89,61.365,61.583,-11.491,11.492,100.781,0.023,100.781,90.012,5.171,0.137,28.61,-80.6,0.172,-1.671e-5,-6.303,-0.007,83.251,89.954,4010,288,0.398,0.002,9.791,1224,908,4.011,0,0,6.83,0.631,0.354,0.213,0.064,0.631,0.027,0.111,-3.946e-4,0,0,0,0,-0.005,1.924,90.012,11.658,953,0.001,338.364,0.183,6.422e6,79,50,0.05,0.118,0.008
6.213,1696.909,1696.909,60.791,61.011,-11.476,11.476,101.627,0.023,101.627,90.012,5.168,0.002,28.61,-80.6,0.458,-1.699e-5,-4.927,-0.002,82.964,89.954,4010,288,0.398,0.002,9.791,1219,908,3.951,0,0,6.703,0.631,0.354,0.213,0.064,0.632,0.08,0.318,-2.671e-4,0,0,0,0,-0.003,1.851,90.012,11.638,952.7,0.001,338.352,0.181,6.36e6,79,50,0.05,0.119,0.008
6.263,1706.837,1706.837,60.218,60.439,-11.45,11.45,102.477,0.023,102.477,90.012,5.169,0.027,28.61,-80.6,0.516,-1.652e-5,-2.807,-7.196e-4,82.792,89.954,4010,288,0.398,0.002,9.791,1218,908,3.936,0,0,6.579,0.631,0.354,0.213,0.064,0.632,0.094,0.369,3.191e-4,0,0,0,0,-9.857e-4,1.911,90.012,11.618,952.3,0.001,338.34,0.179,6.3e6,79,50,0.05,0.119,0.008
6.313,1716.667,1716.667,59.646,59.87,-11.415,11.415,103.323,0.023,103.323,90.012,5.169,8.775e-4,28.61,-80.6,0.458,-1.608e-5,-0.802,-3.92e-4,82.678,90.012,4010,288,0.398,0.002,9.791,1219,908,3.946,0,0,6.455,0.631,0.354,0.213,0.064,0.632,0.084,0.334,9.489e-5,0,0,0,0,-7.974e-5,1.991,90.012,11.599,952,0.001,338.328,0.178,6.241e6,79,50,0.05,0.12,0.008
6.363,1726.404,1726.404,59.076,59.302,-11.384,11.384,104.173,0.023,104.173,90.012,5.17,0.003,28.61,-80.6,0.458,-1.618e-5,1.146,8.262e-4,82.678,90.012,4010,288,0.398,0.002,9.791,1218,908,3.945,0,0,6.329,0.631,0.354,0.213,0.064,0.631,0.085,0.335,-1.05e-4,0,0,0,0,1.69e-4,1.908,90.012,11.58,951.7,0.001,338.316,0.176,6.18e6,79,50,0.05,0.12,0.008
6.413,1736.05,1736.05,58.508,58.736,-11.347,11.347,105.02,0.023,105.02,90.012,5.169,0.04,28.61,-80.6,0.344,-1.565e-5,2.922,0.001,82.792,89.954,4010,288,0.398,0.002,9.791,1220,908,3.965,0,0,6.204,0.631,0.354,0.213,0.064,0.631,0.067,0.262,-2.369e-4,0,0,0,0,0.001,1.84,90.012,11.561,951.4,0.001,338.305,0.174,6.119e6,79,50,0.05,0.121,0.008
6.463,1745.6,1745.6,57.942,58.172,-11.3,11.301,105.869,0.026,105.869,90.012,5.164,0.164,28.61,-80.6,0.057,-1.553e-5,3.782,-0.002,82.964,89.954,4010,288,0.398,0.002,9.791,1225,908,4.027,0,0,6.083,0.631,0.354,0.213,0.064,0.631,0.012,0.047,-1.21e-4,0,0,0,0,0.002,1.91,90.012,11.542,951,0.001,338.293,0.173,6.06e6,79,50,0.05,0.121,0.007
6.513,1755.059,1755.059,57.378,57.609,-11.258,11.261,106.713,0.026,106.713,90.012,5.153,0.272,28.61,-80.6,0.229,-1.56e-5,-3.438,-0.002,83.136,89.954,4010,288,0.398,0.002,9.791,1223,908,3.998,0,0,5.965,0.631,0.354,0.213,0.064,0.631,0.037,0.152,1.108e-4,0,0,0,0,-0.002,1.948,90.012,11.523,950.7,0.001,338.282,0.171,6.001e6,79,50,0.05,0.122,0.007
6.563,1764.426,1764.426,56.816,57.048,-11.223,11.227,107.559,0.026,107.559,90.012,5.138,0.322,28.61,-80.6,0.344,-1.582e-5,-2.406,-0.001,83.308,89.954,4010,288,0.398,0.002,9.791,1220,908,3.969,0,0,5.848,0.631,0.354,0.213,0.064,0.631,0.063,0.251,2.389e-4,0,0,0,0,-8.034e-4,1.887,90.012,11.504,950.4,0.001,338.271,0.169,5.941e6,79,50,0.05,0.122,0.007
6.613,1773.701,1773.701,56.256,56.488,-11.189,11.195,108.399,0.026,108.399,90.012,5.121,0.366,28.61,-80.6,0.458,-1.57e-5,-0.802,-0.001,83.365,89.954,4010,288,0.398,0.002,9.791,1218,908,3.943,0,0,5.734,0.631,0.354,0.213,0.064,0.631,0.086,0.341,1.572e-4,0,0,0,0,-9.141e-5,1.881,90.012,11.486,950.1,0.001,338.259,0.168,5.881e6,79,50,0.05,0.123,0.007
6.663,1782.884,1782.884,55.697,55.93,-11.16,11.166,109.239,0.026,109.239,90.012,5.103,0.366,28.61,-80.6,0.516,-1.593e-5,0.917,-0.002,83.365,89.954,4010,288,0.398,0.002,9.791,1218,908,3.939,0,0,5.619,0.63,0.354,0.212,0.064,0.631,0.09,0.353,-4.02e-4,0,0,0,0,1.254e-4,1.85,90.012,11.468,949.8,0.001,338.248,0.166,5.822e6,79,50,0.05,0.123,0.007
6.713,1791.975,1791.975,55.14,55.374,-11.131,11.137,110.072,0.026,110.072,90.012,5.083,0.379,28.61,-80.6,0.516,-1.575e-5,2.807,-0.003,83.308,89.954,4010,288,0.398,0.002,9.79,1217,908,3.931,0,0,5.509,0.63,0.354,0.212,0.064,0.631,0.098,0.382,1.852e-4,0,0,0,0,0.001,1.933,90.012,11.45,949.4,0.001,338.237,0.164,5.764e6,79,50,0.05,0.124,0.007
6.763,1800.974,1800.974,54.584,54.818,-11.108,11.113,110.906,0.026,110.906,90.012,5.066,0.325,28.61,-80.6,0.401,-1.581e-5,4.469,-0.005,83.079,89.954,4010,288,0.398,0.002,9.79,1219,908,3.956,0,0,5.396,0.63,0.354,0.212,0.064,0.631,0.074,0.29,-1.37e-4,0,0,0,0,0.003,1.935,90.012,11.432,949.1,0.001,338.227,0.163,5.706e6,79,50,0.05,0.124,0.007
6.813,1809.882,1809.882,54.029,54.265,-11.086,11.09,111.736,0.026,111.736,90.012,5.051,0.273,28.61,-80.6,0.286,-1.579e-5,5.672,-0.008,82.85,89.954,4010,288,0.398,0.002,9.79,1222,908,3.984,0,0,5.286,0.63,0.354,0.212,0.064,0.63,0.049,0.191,4.142e-6,0,0,0,0,0.005,1.992,90.012,11.414,948.8,0.001,338.216,0.161,5.648e6,79,50,0.05,0.125,0.007
6.863,1818.701,1818.701,53.475,53.712,-11.069,11.071,112.562,0.026,112.562,90.012,5.039,0.19,28.61,-80.6,0.043,-1.572e-5,6.188,-0.045,82.563,89.954,4010,288,0.398,0.002,9.79,1225,908,4.032,0,0,5.176,0.63,0.354,0.212,0.064,0.63,0.008,0.024,-2.539e-4,0,0,0,0,0.006,1.995,90.012,11.397,948.5,0.001,338.205,0.159,5.59e6,79,50,0.05,0.125,0.007
