# maciexl-2-or (Data loaded from a file)
# 522 data points written for 58 variables.
#
# Time (s),Altitude (ft),Altitude above sea level (ft),Vertical velocity (m/s),Total velocity (m/s),Vertical acceleration (m/s²),Total acceleration (m/s²),Position East of launch (ft),Position North of launch (ft),Lateral distance (ft),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (° N),Longitude (° E),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),Gravitational acceleration (m/s²),CP location (mm),CG location (mm),Stability margin calibers (​),Thrust (N),Thrust-to-weight ratio (​),Drag force (N),Drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Axial drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Wind velocity (m/s),Wind direction (°),Air temperature (°C),Air pressure (mbar),Air density (g/cm³),Speed of sound (m/s),Mach number (​),Reynolds number (​),Reference length (mm),Reference area (cm²),Simulation time step (s),Computation time (s),Coriolis acceleration (m/s²)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
9.711,2176.663,2176.663,23.619,24.081,-10.031,10.031,157.953,0.056,157.953,89.954,4.694,0.125,28.61,-80.6,0.745,-1.606e-5,4.183,-0.003,75.172,89.954,4010,288,0.398,0.002,9.79,1214,908,3.886,0,0,1.055,0.627,0.355,0.21,0.063,0.628,0.135,0.512,2.036e-4,0,0,0,0,0.013,1.899,90.012,10.688,936.3,0.001,337.776,0.073,2.52e6,79,50,0.05,0.163,0.003
9.761,2180.499,2180.499,23.118,23.588,-10.017,10.018,158.724,0.056,158.724,89.954,4.688,0.135,28.61,-80.6,0.917,-1.608e-5,4.698,-0.004,74.943,89.954,4010,288,0.398,0.002,9.79,1211,908,3.848,0,0,1.016,0.627,0.355,0.21,0.063,0.628,0.171,0.64,4.163e-4,0,0,0,0,0.018,1.945,90.012,10.68,936.2,0.001,337.771,0.071,2.471e6,79,50,0.05,0.163,0.003
9.811,2184.249,2184.249,22.617,23.096,-10.006,10.007,159.491,0.056,159.491,89.954,4.681,0.138,28.61,-80.6,1.031,-1.609e-5,5.329,-0.004,74.656,89.954,4010,288,0.398,0.002,9.79,1209,908,3.831,0,0,0.976,0.627,0.355,0.209,0.063,0.629,0.188,0.698,9.893e-5,0,0,0,0,0.023,1.955,90.012,10.673,936.1,0.001,337.766,0.07,2.422e6,79,50,0.05,0.163,0.003
9.861,2187.917,2187.917,22.117,22.605,-9.999,10,160.259,0.056,160.259,89.954,4.674,0.123,28.61,-80.599,0.859,-1.611e-5,5.901,-0.005,74.37,89.954,4010,288,0.398,0.002,9.79,1212,908,3.859,0,0,0.934,0.627,0.355,0.209,0.062,0.628,0.161,0.59,3.638e-4,0,0,0,0,0.03,1.871,90.012,10.665,936,0.001,337.762,0.068,2.37e6,79,50,0.05,0.164,0.003
9.911,2191.506,2191.506,21.617,22.115,-9.991,9.992,161.027,0.056,161.027,89.954,4.669,0.111,28.61,-80.599,0.745,-1.611e-5,6.303,-0.005,74.083,89.954,4010,288,0.398,0.002,9.79,1214,908,3.883,0,0,0.893,0.627,0.355,0.209,0.062,0.628,0.138,0.498,-2.896e-4,0,0,0,0,0.036,1.804,90.012,10.658,935.8,0.001,337.758,0.067,2.318e6,79,50,0.05,0.164,0.003
9.961,2195.01,2195.01,21.118,21.626,-9.977,9.978,161.791,0.056,161.791,89.954,4.663,0.131,28.61,-80.599,1.146,-1.609e-5,6.818,-0.005,73.74,89.954,4010,288,0.398,0.002,9.79,1208,908,3.809,0,0,0.86,0.627,0.355,0.209,0.062,0.629,0.21,0.757,-3.69e-4,0,0,0,0,0.043,1.946,90.012,10.651,935.7,0.001,337.754,0.066,2.273e6,79,50,0.05,0.165,0.003
10.011,2198.435,2198.435,20.619,21.138,-9.965,9.966,162.556,0.059,162.556,89.954,4.656,0.141,28.61,-80.599,1.375,-1.608e-5,7.448,-0.006,73.396,89.954,4010,288,0.398,0.002,9.79,1204,908,3.765,0,0,0.827,0.627,0.355,0.209,0.062,0.63,0.255,0.905,4.968e-4,0,0,0,0,0.054,2.029,90.012,10.644,935.6,0.001,337.749,0.064,2.226e6,79,50,0.05,0.165,0.003
10.061,2201.775,2201.775,20.121,20.651,-9.955,9.956,163.317,0.059,163.317,89.954,4.649,0.141,28.61,-80.599,1.432,-1.605e-5,8.136,-0.006,72.995,89.954,4010,288,0.398,0.002,9.79,1203,908,3.751,0,0,0.792,0.627,0.355,0.209,0.062,0.631,0.27,0.944,-2.265e-4,0,0,0,0,0.067,2.056,90.012,10.638,935.5,0.001,337.745,0.063,2.178e6,79,50,0.05,0.166,0.003
10.111,2205.036,2205.036,19.624,20.165,-9.95,9.95,164.081,0.059,164.081,89.954,4.642,0.124,28.61,-80.599,1.261,-1.606e-5,8.709,-0.006,72.594,89.954,4010,288,0.398,0.002,9.79,1206,908,3.79,0,0,0.754,0.627,0.355,0.209,0.062,0.629,0.229,0.786,-1.318e-4,0,0,0,0,0.082,1.978,90.012,10.631,935.4,0.001,337.742,0.061,2.127e6,79,50,0.05,0.166,0.003
10.161,2208.215,2208.215,19.126,19.68,-9.946,9.946,164.843,0.059,164.843,89.954,4.636,0.104,28.61,-80.599,0.974,-1.607e-5,9.167,-0.007,72.135,89.954,4010,288,0.398,0.002,9.79,1211,908,3.845,0,0,0.716,0.627,0.355,0.209,0.062,0.628,0.174,0.574,1.591e-4,0,0,0,0,0.094,1.875,90.012,10.625,935.3,0.001,337.738,0.06,2.075e6,79,50,0.05,0.166,0.003
10.211,2211.309,2211.309,18.629,19.196,-9.935,9.936,165.6,0.059,165.6,89.954,4.631,0.109,28.61,-80.599,1.089,-1.607e-5,9.568,-0.007,71.677,89.954,4010,288,0.398,0.002,9.79,1208,908,3.815,0,0,0.685,0.627,0.355,0.209,0.062,0.629,0.204,0.67,6.684e-6,0,0,0,0,0.107,1.939,90.012,10.619,935.2,0.001,337.734,0.058,2.028e6,79,50,0.05,0.167,0.002
10.261,2214.324,2214.324,18.133,18.713,-9.925,9.926,166.362,0.059,166.362,89.954,4.625,0.115,28.61,-80.599,1.318,-1.606e-5,10.027,-0.007,71.219,89.954,4010,288,0.398,0.002,9.79,1205,908,3.774,0,0,0.656,0.627,0.355,0.209,0.062,0.63,0.245,0.802,-2.008e-4,0,0,0,0,0.123,2.021,90.012,10.613,935.1,0.001,337.73,0.057,1.983e6,79,50,0.05,0.167,0.002
10.311,2217.26,2217.26,17.637,18.232,-9.918,9.918,167.119,0.062,167.119,89.954,4.62,0.11,28.61,-80.599,1.318,-1.605e-5,10.428,-0.006,70.703,89.954,4010,288,0.398,0.002,9.79,1205,908,3.778,0,0,0.624,0.627,0.355,0.209,0.062,0.63,0.241,0.771,3.324e-4,0,0,0,0,0.141,2.017,90.012,10.607,935,0.001,337.727,0.056,1.935e6,79,50,0.05,0.168,0.002
10.361,2220.112,2220.112,17.141,17.751,-9.911,9.912,167.877,0.062,167.877,89.954,4.614,0.104,28.61,-80.599,1.261,-1.604e-5,10.886,-0.006,70.13,89.954,4010,288,0.398,0.002,9.79,1206,908,3.784,0,0,0.593,0.627,0.355,0.209,0.062,0.63,0.235,0.729,7.38e-5,0,0,0,0,0.161,2.008,90.012,10.602,934.9,0.001,337.723,0.054,1.886e6,79,50,0.05,0.168,0.002
10.411,2222.884,2222.884,16.646,17.272,-9.906,9.907,168.632,0.062,168.632,89.954,4.609,0.093,28.61,-80.599,1.089,-1.604e-5,11.23,-0.005,69.614,89.954,4010,288,0.398,0.002,9.79,1208,908,3.817,0,0,0.562,0.626,0.355,0.209,0.062,0.629,0.201,0.588,1.136e-4,0,0,0,0,0.18,1.948,90.012,10.596,934.8,0.001,337.72,0.053,1.836e6,79,50,0.05,0.169,0.002
10.461,2225.574,2225.574,16.15,16.794,-9.902,9.902,169.39,0.062,169.39,89.954,4.605,0.081,28.61,-80.599,0.917,-1.605e-5,11.459,-0.004,69.041,89.954,4010,288,0.398,0.002,9.79,1212,908,3.857,0,0,0.531,0.626,0.355,0.209,0.062,0.628,0.162,0.427,-1.483e-4,0,0,0,0,0.199,1.875,90.012,10.591,934.7,0.001,337.717,0.052,1.786e6,79,50,0.05,0.169,0.002
10.511,2228.182,2228.182,15.655,16.318,-9.898,9.898,170.144,0.062,170.144,89.954,4.601,0.071,28.61,-80.599,0.688,-1.605e-5,11.631,-0.002,68.468,89.954,4010,288,0.398,0.002,9.79,1215,908,3.895,0,0,0.501,0.626,0.355,0.209,0.062,0.627,0.126,0.274,-2.782e-4,0,0,0,0,0.216,1.802,90.012,10.586,934.6,0.001,337.714,0.05,1.736e6,79,50,0.05,0.169,0.002
10.561,2230.709,2230.709,15.161,15.843,-9.888,9.888,170.899,0.066,170.899,89.954,4.598,0.079,28.61,-80.599,1.031,-1.605e-5,11.803,-0.002,67.838,89.954,4010,288,0.398,0.002,9.79,1210,908,3.833,0,0,0.477,0.626,0.355,0.209,0.062,0.628,0.185,0.476,-4.95e-4,0,0,0,0,0.234,1.884,90.012,10.581,934.5,0.001,337.711,0.049,1.692e6,79,50,0.05,0.17,0.002
10.611,2233.156,2233.156,14.667,15.369,-9.876,9.877,171.654,0.066,171.654,89.954,4.593,0.091,28.61,-80.599,1.49,-1.605e-5,12.032,-0.003,67.265,89.954,4010,288,0.398,0.002,9.79,1203,908,3.745,0,0,0.455,0.626,0.355,0.209,0.062,0.63,0.276,0.776,3.072e-5,0,0,0,0,0.257,2.001,90.012,10.576,934.4,0.001,337.708,0.048,1.65e6,79,50,0.05,0.17,0.002
10.661,2235.522,2235.522,14.173,14.897,-9.869,9.869,172.405,0.066,172.405,89.954,4.589,0.092,28.61,-80.599,1.662,-1.605e-5,12.376,-0.002,66.635,89.954,4010,288,0.398,0.002,9.79,1200,908,3.715,0,0,0.431,0.626,0.355,0.209,0.062,0.631,0.308,0.857,3.185e-4,0,0,0,0,0.287,2.015,90.012,10.571,934.3,0.001,337.705,0.046,1.605e6,79,50,0.05,0.171,0.002
10.711,2237.805,2237.805,13.68,14.427,-9.866,9.866,173.159,0.066,173.159,89.954,4.584,0.079,28.61,-80.599,1.375,-1.605e-5,12.662,8.732e-4,66.005,89.954,4010,288,0.398,0.002,9.79,1204,908,3.766,0,0,0.402,0.626,0.355,0.209,0.062,0.63,0.253,0.632,4.602e-4,0,0,0,0,0.321,1.891,90.012,10.566,934.3,0.001,337.702,0.045,1.553e6,79,50,0.05,0.171,0.002
10.761,2240.01,2240.01,13.186,13.959,-9.861,9.862,173.911,0.066,173.911,89.954,4.581,0.073,28.61,-80.599,1.261,-1.605e-5,12.834,0.004,65.374,89.954,4010,288,0.398,0.002,9.79,1206,908,3.783,0,0,0.377,0.626,0.355,0.209,0.062,0.629,0.236,0.54,-2.072e-4,0,0,0,0,0.352,1.817,90.012,10.562,934.2,0.001,337.7,0.043,1.504e6,79,50,0.05,0.172,0.002
10.811,2242.133,2242.133,12.694,13.494,-9.851,9.852,174.662,0.066,174.662,89.954,4.577,0.082,28.61,-80.599,1.776,-1.605e-5,13.063,0.002,64.744,89.954,4010,288,0.398,0.002,9.79,1199,908,3.695,0,0,0.358,0.626,0.355,0.209,0.062,0.632,0.33,0.832,1.646e-4,0,0,0,0,0.387,1.892,90.012,10.558,934.1,0.001,337.697,0.042,1.462e6,79,50,0.05,0.172,0.002
10.861,2244.173,2244.173,12.201,13.03,-9.843,9.844,175.41,0.069,175.41,89.954,4.573,0.086,28.61,-80.599,2.12,-1.604e-5,13.35,0.002,64.114,89.954,4010,288,0.398,0.002,9.79,1194,908,3.631,0,0,0.338,0.626,0.355,0.209,0.062,0.634,0.402,1.03,3.429e-4,0,0,0,0,0.429,1.92,90.012,10.554,934,0.001,337.695,0.041,1.418e6,79,50,0.05,0.172,0.002
10.911,2246.135,2246.135,11.709,12.569,-9.832,9.833,176.161,0.069,176.161,89.954,4.568,0.098,28.61,-80.599,2.75,-1.605e-5,13.751,0.001,63.426,89.954,4010,288,0.398,0.002,9.79,1185,908,3.519,0,0,0.322,0.626,0.355,0.209,0.062,0.639,0.538,1.415,-1.339e-4,0,0,0,0,0.479,2.014,90.012,10.55,934,0.001,337.692,0.04,1.378e6,79,50,0.05,0.173,0.002
10.961,2248.015,2248.015,11.218,12.111,-9.827,9.827,176.909,0.069,176.909,89.954,4.563,0.095,28.61,-80.599,2.922,-1.605e-5,14.095,0.002,62.739,89.954,4010,288,0.398,0.002,9.79,1183,908,3.495,0,0,0.301,0.626,0.355,0.209,0.062,0.641,0.569,1.447,-1.095e-4,0,0,0,0,0.543,1.961,90.012,10.546,933.9,0.001,337.69,0.038,1.331e6,79,50,0.05,0.173,0.002
11.011,2249.816,2249.816,10.727,11.655,-9.819,9.819,177.657,0.069,177.657,89.954,4.558,0.099,28.61,-80.599,3.323,-1.604e-5,14.496,0.002,61.994,89.954,4010,288,0.398,0.002,9.79,1178,908,3.425,0,0,0.284,0.626,0.355,0.209,0.062,0.645,0.663,1.659,-1.684e-4,0,0,0,0,0.612,1.97,90.012,10.543,933.9,0.001,337.688,0.037,1.288e6,79,50,0.05,0.174,0.002
11.061,2251.535,2251.535,10.236,11.203,-9.808,9.808,178.406,0.069,178.406,89.954,4.553,0.111,28.61,-80.599,4.125,-1.605e-5,14.954,0.002,61.249,89.954,4010,288,0.398,0.002,9.79,1167,908,3.296,0,0,0.272,0.628,0.356,0.209,0.062,0.656,0.851,2.113,-1.483e-4,0,0,0,0,0.692,2.065,90.012,10.539,933.8,0.001,337.686,0.036,1.25e6,79,50,0.05,0.174,0.001
11.111,2253.173,2253.173,9.746,10.755,-9.799,9.8,179.15,0.069,179.15,89.954,4.547,0.116,28.61,-80.599,4.756,-1.605e-5,15.47,0.002,60.504,89.954,4010,288,0.398,0.002,9.79,1160,908,3.207,0,0,0.258,0.63,0.359,0.209,0.062,0.666,0.993,2.395,4.948e-4,0,0,0,0,0.791,2.086,90.012,10.536,933.7,0.001,337.684,0.035,1.209e6,79,50,0.05,0.174,0.001
11.161,2254.734,2254.734,9.256,10.31,-9.792,9.793,179.898,0.072,179.898,89.954,4.541,0.119,28.61,-80.599,5.271,-1.604e-5,15.986,0.002,59.702,89.954,4010,288,0.398,0.002,9.79,1154,908,3.132,0,0,0.244,0.632,0.361,0.209,0.062,0.676,1.123,2.608,1.825e-5,0,0,0,0,0.908,2.074,90.012,10.533,933.7,0.001,337.682,0.034,1.167e6,79,50,0.05,0.175,0.001
11.211,2256.211,2256.211,8.767,9.87,-9.784,9.785,180.643,0.072,180.643,89.954,4.535,0.124,28.61,-80.599,5.959,-1.604e-5,16.558,0.002,58.9,89.954,4010,288,0.398,0.002,9.79,1147,908,3.039,0,0,0.232,0.635,0.364,0.209,0.062,0.689,1.295,2.894,2.231e-4,0,0,0,0,1.042,2.081,90.012,10.53,933.6,0.001,337.68,0.033,1.127e6,79,50,0.05,0.175,0.001
11.261,2257.608,2257.608,8.278,9.436,-9.776,9.777,181.385,0.072,181.385,89.954,4.529,0.128,28.61,-80.599,6.646,-1.604e-5,17.131,0.002,58.041,89.954,4010,288,0.398,0.002,9.79,1140,908,2.949,0,0,0.219,0.638,0.366,0.209,0.062,0.702,1.475,3.154,-1.66e-4,0,0,0,0,1.198,2.071,90.012,10.527,933.6,0.001,337.678,0.031,1.086e6,79,50,0.05,0.176,0.001
11.311,2258.927,2258.927,7.789,9.007,-9.767,9.768,182.126,0.072,182.126,89.954,4.523,0.135,28.61,-80.599,7.506,-1.604e-5,17.704,0.002,57.181,89.954,4010,288,0.398,0.002,9.79,1131,908,2.836,0,0,0.21,0.64,0.369,0.209,0.062,0.72,1.726,3.523,-2.718e-4,0,0,0,0,1.372,2.094,90.012,10.525,933.5,0.001,337.677,0.03,1.048e6,79,50,0.05,0.176,0.001
11.361,2260.164,2260.164,7.301,8.585,-9.754,9.755,182.867,0.072,182.867,89.954,4.516,0.146,28.61,-80.599,8.709,-1.604e-5,18.277,0.001,56.264,89.954,4010,288,0.398,0.002,9.79,1120,908,2.697,0,0,0.203,0.643,0.371,0.209,0.062,0.743,2.074,4.029,-4.34e-4,0,0,0,0,1.565,2.163,90.012,10.522,933.5,0.001,337.675,0.029,1.015e6,79,50,0.05,0.176,0.001
11.411,2261.322,2261.322,6.814,8.17,-9.742,9.743,183.609,0.075,183.609,89.954,4.508,0.158,28.61,-80.599,10.027,-1.605e-5,18.908,0.001,55.348,89.954,4010,288,0.398,0.002,9.79,1110,908,2.561,0,0,0.196,0.645,0.374,0.209,0.062,0.767,2.464,4.52,-3.78e-4,0,0,0,0,1.79,2.224,90.012,10.52,933.5,0.001,337.674,0.028,9.823e5,79,50,0.05,0.177,0.001
11.461,2262.402,2262.402,6.327,7.764,-9.733,9.734,184.347,0.075,184.347,89.954,4.5,0.161,28.61,-80.599,11.001,-1.605e-5,19.595,0.001,54.374,89.954,4010,288,0.398,0.002,9.79,1102,908,2.463,0,0,0.186,0.648,0.377,0.209,0.062,0.787,2.78,4.777,-1.308e-4,0,0,0,0,2.071,2.19,90.012,10.518,933.4,0.001,337.673,0.027,9.443e5,79,50,0.05,0.178,0.001
11.511,2263.399,2263.399,5.841,7.368,-9.721,9.723,185.085,0.075,185.085,89.954,4.492,0.168,28.61,-80.599,12.261,-1.605e-5,20.225,0.002,53.4,89.954,4010,288,0.398,0.002,9.79,1093,908,2.346,0,0,0.178,0.651,0.379,0.209,0.062,0.809,3.206,5.144,-3.838e-4,0,0,0,0,2.375,2.194,90.012,10.516,933.4,0.001,337.671,0.026,9.104e5,79,50,0.05,0.178,9.939e-4
11.561,2264.318,2264.318,5.355,6.984,-9.708,9.71,185.82,0.075,185.82,89.954,4.483,0.178,28.61,-80.599,13.751,-1.605e-5,20.856,0.001,52.368,89.954,4010,288,0.398,0.002,9.79,1083,908,2.22,0,0,0.17,0.653,0.382,0.209,0.062,0.83,3.728,5.563,2.471e-4,0,0,0,0,2.71,2.217,90.012,10.514,933.4,0.001,337.67,0.025,8.795e5,79,50,0.05,0.178,9.472e-4
11.611,2265.154,2265.154,4.87,6.613,-9.699,9.701,186.555,0.075,186.555,89.954,4.474,0.178,28.61,-80.599,14.954,-1.605e-5,21.486,0.002,51.337,89.954,4010,288,0.398,0.002,9.79,1075,908,2.125,0,0,0.159,0.657,0.385,0.209,0.062,0.846,4.171,5.725,-1.323e-4,0,0,0,0,3.139,2.136,90.012,10.512,933.3,0.001,337.669,0.024,8.419e5,79,50,0.05,0.179,9.023e-4
11.661,2265.915,2265.915,4.385,6.258,-9.693,9.695,187.29,0.079,187.29,89.954,4.465,0.174,28.61,-80.599,16.1,-1.605e-5,22.059,0.003,50.248,89.954,4010,288,0.398,0.002,9.79,1069,908,2.04,0,0,0.146,0.66,0.389,0.209,0.062,0.857,4.616,5.764,-9.452e-5,0,0,0,0,3.654,2.004,90.012,10.511,933.3,0.001,337.668,0.023,8.014e5,79,50,0.05,0.179,8.596e-4
11.711,2266.594,2266.594,3.9,5.922,-9.679,9.681,188.022,0.079,188.022,89.954,4.456,0.181,28.61,-80.599,17.876,-1.605e-5,22.632,0.003,49.102,89.954,4010,288,0.398,0.002,9.79,1059,908,1.921,0,0,0.136,0.664,0.392,0.209,0.062,0.862,5.328,6.09,-3.292e-5,0,0,0,0,4.144,1.974,90.012,10.509,933.3,0.001,337.668,0.022,7.712e5,79,50,0.05,0.18,8.195e-4
11.761,2267.195,2267.195,3.417,5.608,-9.658,9.66,188.75,0.079,188.75,89.954,4.447,0.196,28.61,-80.599,20.168,-1.605e-5,23.147,0.002,47.957,89.954,4010,288,0.398,0.002,9.79,1048,908,1.783,0,0,0.128,0.666,0.394,0.209,0.062,0.856,6.273,6.481,-4.983e-4,0,0,0,0,4.585,2.03,90.012,10.508,933.3,0.001,337.667,0.022,7.51e5,79,50,0.05,0.18,7.822e-4
11.811,2267.713,2267.713,2.935,5.32,-9.64,9.642,189.482,0.079,189.482,89.954,4.437,0.204,28.61,-80.599,22.689,-1.605e-5,23.606,0.002,46.811,89.954,4010,288,0.398,0.002,9.79,1038,908,1.649,0,0,0.121,0.667,0.396,0.209,0.062,0.839,7.013,4.48,7.273e-5,0,0,0,0,4.953,2.121,90.012,10.507,933.2,0.001,337.666,0.021,7.367e5,79,50,0.05,0.181,7.482e-4
11.861,2268.156,2268.156,2.453,5.061,-9.621,9.624,190.207,0.079,190.207,89.954,4.427,0.214,28.61,-80.599,25.267,-1.605e-5,23.892,0.002,45.607,89.954,4010,288,0.398,0.002,9.79,1029,908,1.531,0,0,0.113,0.669,0.398,0.209,0.062,0.812,7.83,2.453,2.88e-4,0,0,0,0,5.257,2.189,90.012,10.506,933.2,0.001,337.666,0.021,7.235e5,79,50,0.05,0.182,7.178e-4
11.911,2268.52,2268.52,1.972,4.836,-9.605,9.607,190.932,0.079,190.932,89.954,4.416,0.218,28.61,-80.599,27.731,-1.605e-5,24.007,0.002,44.404,89.954,4010,288,0.398,0.002,9.79,1021,908,1.432,0,0,0.103,0.671,0.4,0.209,0.062,0.779,8.675,0.416,-3.112e-4,0,0,0,0,5.579,2.176,90.012,10.506,933.2,0.001,337.665,0.02,7.056e5,79,50,0.05,0.182,6.917e-4
11.961,2268.802,2268.802,1.493,4.651,-9.589,9.592,191.657,0.082,191.657,89.954,4.405,0.221,28.61,-80.599,30.309,-1.605e-5,23.95,0.002,43.201,89.954,4010,288,0.398,0.002,9.79,1014,908,1.343,0,0,0.092,0.673,0.402,0.209,0.062,0.74,9.594,-1.698,1.496e-4,0,0,0,0,5.888,2.112,90.012,10.505,933.2,0.001,337.665,0.02,6.855e5,79,50,0.05,0.183,6.702e-4
12.011,2269.009,2269.009,1.013,4.509,-9.574,9.577,192.379,0.082,192.379,89.954,4.394,0.222,28.61,-80.599,33.002,-1.605e-5,23.778,0.002,41.998,89.954,4010,288,0.398,0.002,9.79,1007,908,1.261,0,0,0.081,0.676,0.405,0.209,0.062,0.693,10.614,-3.927,-4.118e-4,0,0,0,0,6.172,2.004,90.012,10.505,933.2,0.001,337.665,0.019,6.642e5,79,50,0.05,0.183,6.538e-4
12.061,2269.137,2269.137,0.535,4.415,-9.551,9.554,193.097,0.082,193.097,89.954,4.382,0.231,28.61,-80.599,36.039,-1.605e-5,23.434,0.002,40.852,89.954,4010,288,0.398,0.002,9.79,1001,908,1.184,0,0,0.072,0.677,0.406,0.209,0.062,0.634,11.792,-6.155,3.732e-5,0,0,0,0,6.214,1.962,90.012,10.504,933.2,0.001,337.665,0.019,6.529e5,79,50,0.05,0.183,6.428e-4
12.111,2269.186,2269.186,0.058,4.371,-9.526,9.529,193.816,0.082,193.816,89.954,4.371,0.24,28.61,-80.599,39.133,-1.605e-5,22.976,0.002,39.649,89.954,4010,288,0.398,0.002,9.79,996,908,1.117,0,0,0.062,0.678,0.407,0.209,0.062,0.57,13.06,-8.391,3.795e-4,0,0,0,0,6.155,1.902,90.012,10.504,933.2,0.001,337.665,0.019,6.432e5,79,50,0.05,0.184,6.375e-4
# Event APOGEE occurred at t=12.161 seconds
12.161,2269.157,2269.157,-0.417,4.378,-9.501,9.504,194.531,0.082,194.531,89.954,4.359,0.248,28.61,-80.599,42.399,-1.605e-5,22.403,0.003,38.56,89.954,4010,288,0.398,0.002,9.79,991,908,1.059,0,0,0.053,0.68,0.409,0.209,0.062,0.5,14.418,-10.69,2.943e-4,0,0,0,0,6.053,1.792,90.012,10.504,933.2,0.001,337.665,0.018,6.321e5,79,50,0.05,0.184,6.379e-4
# Event RECOVERY_DEVICE_DEPLOYMENT occurred at t=12.162 seconds
12.211,2269.049,2269.049,-0.893,4.438,-9.436,9.738,195.246,0.085,195.246,89.954,4.347,2.405,28.61,-80.599,NaN,NaN,NaN,NaN,37.414,89.954,4010,288,0.398,0.002,9.79,0,908,-11.539,0,0,9.75,93.023,0,93.023,0,93.023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.72,90.012,10.505,933.2,0.001,337.665,0.018,6.288e5,79,50,0.103,0.187,6.443e-4
12.314,2268.583,2268.583,-1.862,4.503,-9.058,9.34,196.667,0.085,196.667,89.954,4.1,2.279,28.61,-80.599,NaN,NaN,NaN,NaN,37.414,89.954,4010,288,0.398,0.002,9.79,0,908,-11.539,0,0,9.6,93.023,0,93.023,0,93.023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.693,90.012,10.505,933.2,0.001,337.665,0.018,6.24e5,79,50,0.107,0.187,6.439e-4
12.421,2267.759,2267.759,-2.832,4.784,-8.654,8.933,198.064,0.085,198.064,89.954,3.856,2.216,28.61,-80.599,NaN,NaN,NaN,NaN,37.414,89.954,4010,288,0.398,0.002,9.79,0,908,-11.539,0,0,9.987,93.023,0,93.023,0,93.023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.667,90.012,10.507,933.2,0.001,337.666,0.018,6.365e5,79,50,0.112,0.187,6.693e-4
12.533,2266.542,2266.542,-3.801,5.241,-8.188,8.487,199.436,0.089,199.436,89.954,3.608,2.234,28.61,-80.599,NaN,NaN,NaN,NaN,37.414,89.954,4010,288,0.398,0.002,9.79,0,908,-11.539,0,0,11.028,93.023,0,93.023,0,93.023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.692,90.012,10.51,933.3,0.001,337.668,0.019,6.688e5,79,50,0.118,0.187,7.169e-4
12.651,2264.885,2264.885,-4.766,5.822,-7.673,7.982,200.781,0.089,200.781,89.954,3.345,2.201,28.61,-80.599,NaN,NaN,NaN,NaN,37.414,89.954,4010,288,0.398,0.002,9.79,0,908,-11.539,0,0,12.249,93.023,0,93.023,0,93.023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.608,90.012,10.513,933.3,0.001,337.67,0.02,7.049e5,79,50,0.125,0.187,7.814e-4
12.776,2262.73,2262.73,-5.727,6.497,-7.032,7.397,202.1,0.092,202.1,89.954,3.069,2.294,28.61,-80.599,NaN,NaN,NaN,NaN,37.414,89.954,4010,288,0.398,0.002,9.79,0,908,-11.539,0,0,14.388,93.023,0,93.023,0,93.023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.694,90.012,10.517,933.4,0.001,337.672,0.022,7.639e5,79,50,0.135,0.188,8.593e-4
12.911,2259.977,2259.977,-6.678,7.225,-6.33,6.733,203.392,0.092,203.392,89.954,2.759,2.295,28.61,-80.599,NaN,NaN,NaN,NaN,37.414,89.954,4010,288,0.398,0.002,9.79,0,908,-11.539,0,0,16.654,93.023,0,93.023,0,93.023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.672,90.012,10.523,933.5,0.001,337.676,0.024,8.219e5,79,50,0.149,0.188,9.451e-4
13.06,2256.496,2256.496,-7.618,7.992,-5.518,5.987,204.652,0.092,204.652,89.954,2.418,2.323,28.61,-80.599,NaN,NaN,NaN,NaN,37.414,89.954,4010,288,0.398,0.002,9.79,0,908,-11.539,0,0,19.503,93.023,0,93.023,0,93.023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.726,90.012,10.529,933.6,0.001,337.68,0.026,8.895e5,79,50,0.167,0.188,0.001
