#version,serial,flight,time,state,state_name,acceleration,height,speed,drogue_voltage,main_voltage,battery_voltage,accel_x,accel_y,accel_z,gyro_roll,gyro_pitch,gyro_yaw,mag_x,mag_y,mag_z,tilt,pyro
6, 12779, 1,    -0.30, 3,   boost,  -19.64,    0.00,    0.00, 0.00, 0.01, 2.76,  -9.74,  -0.68,  -1.02,   0.36,   0.46,   0.18,  -0.54,   0.09,   0.00,   7.29,-5.59
6, 12779, 1,    -0.29, 3,   boost,  -19.66,    0.00,    0.00, 0.00, 0.01, 2.76,  -9.76,  -0.73,  -1.06,  -0.07,   0.03,  -0.07,  -0.54,   0.09,   0.00,   7.29,-5.59
6, 12779, 1,    -0.28, 3,   boost,  -19.67,    0.00,    0.00, 0.00, 0.01, 2.75,  -9.77,  -0.73,  -1.04,   0.12,   0.15,  -0.13,  -0.54,   0.09,   0.01,   7.29,-5.59
6, 12779, 1,    -0.27, 3,   boost,  -19.69,    0.00,    0.00, 0.00, 0.00, 2.75,  -9.79,  -0.73,  -1.03,   0.12,  -0.15,   0.18,  -0.54,   0.09,   0.00,   7.29,-5.59
6, 12779, 1,    -0.26, 3,   boost,  -19.66,    0.00,    0.00, 0.00, 0.02, 2.75,  -9.76,  -0.76,  -1.03,   0.18,   0.21,   0.05,  -0.54,   0.09,   0.00,   7.29,-5.59
6, 12779, 1,    -0.25, 3,   boost,  -19.68,    0.00,    0.00, 0.00, 0.01, 2.75,  -9.78,  -0.73,  -1.07,  -0.31,  -0.09,  -0.25,  -0.54,   0.10,   0.01,   7.29,-5.59
6, 12779, 1,    -0.24, 3,   boost,  -19.66,    0.00,    0.00, 0.00, 0.00, 2.75,  -9.76,  -0.73,  -1.04,  -0.31,   0.09,  -0.01,  -0.54,   0.09,   0.01,   7.29,-5.59
6, 12779, 1,    -0.23, 3,   boost,  -19.66,    0.00,    0.00, 0.00, 0.00, 2.75,  -9.76,  -0.70,  -1.03,   0.24,   0.27,  -0.31,  -0.54,   0.09,   0.00,   7.29,-5.59
6, 12779, 1,    -0.22, 3,   boost,  -19.67,    0.00,    0.00, 0.00, 0.00, 2.75,  -9.77,  -0.70,  -0.96,   0.42,   0.15,  -0.13,  -0.54,   0.10,   0.00,   7.29,-5.59
6, 12779, 1,    -0.21, 3,   boost,  -19.67,    0.00,    0.00, 0.00, 0.00, 2.75,  -9.77,  -0.66,  -0.99,  -0.13,   0.03,  -0.19,  -0.54,   0.09,   0.00,   7.29,-5.59
6, 12779, 1,    -0.20, 3,   boost,  -19.70,    0.00,    0.00, 0.00, 0.00, 2.75,  -9.80,  -0.71,  -0.98,  -0.43,  -0.09,  -0.25,  -0.54,   0.10,   0.00,   7.29,-5.59
6, 12779, 1,    -0.19, 3,   boost,  -19.68,    0.00,    0.00, 0.00, 0.00, 2.75,  -9.78,  -0.65,  -0.97,   0.05,  -0.09,  -0.13,  -0.53,   0.10,  -0.00,   7.29,-5.59
6, 12779, 1,    -0.18, 3,   boost,  -19.63,    0.00,    0.00, 0.00, 0.00, 2.75,  -9.73,  -0.65,  -0.98,  -0.01,  -0.27,  -0.25,  -0.53,   0.10,  -0.00,   7.29,-5.59
6, 12779, 1,    -0.17, 3,   boost,  -19.66,    0.00,    0.00, 0.00, 0.01, 2.75,  -9.76,  -0.62,  -1.03,  -0.56,   0.21,  -0.19,  -0.53,   0.10,  -0.00,   7.29,-5.59
6, 12779, 1,    -0.16, 3,   boost,  -19.65,    0.00,    0.00, 0.00, 0.00, 2.75,  -9.75,  -0.60,  -1.06,   0.36,  -0.76,  -0.19,  -0.54,   0.10,   0.00,   7.29,-5.59
6, 12779, 1,    -0.15, 3,   boost,  -19.63,    0.00,    0.00, 0.00, 0.01, 2.75,  -9.73,  -0.58,  -1.06,  -0.25,  -0.40,  -0.13,  -0.54,   0.10,   0.00,   7.29,-5.59
6, 12779, 1,    -0.14, 3,   boost,  -19.65,    0.00,    0.00, 0.00, 0.00, 2.75,  -9.75,  -0.59,  -1.06,  -0.19,   0.03,   0.05,  -0.54,   0.10,   0.01,   7.29,-5.59
6, 12779, 1,    -0.13, 3,   boost,  -19.68,    0.00,    0.00, 0.00, 0.01, 2.75,  -9.78,  -0.58,  -1.07,  -0.13,  -0.34,  -0.07,  -0.54,   0.09,   0.00,   7.29,-5.59
6, 12779, 1,    -0.12, 3,   boost,  -19.67,    0.00,    0.00, 0.00, 0.00, 2.75,  -9.77,  -0.57,  -1.06,  -0.31,  -0.21,   0.05,  -0.54,   0.09,   0.00,   7.29,-5.59
6, 12779, 1,    -0.11, 3,   boost,  -19.66,    0.00,    0.00, 0.00, 0.01, 2.75,  -9.76,  -0.61,  -1.13,  -0.37,  -0.15,  -0.13,  -0.54,   0.09,   0.00,   7.29,-5.59
6, 12779, 1,    -0.10, 3,   boost,  -19.68,    0.00,    0.00, 0.00, 0.00, 2.75,  -9.78,  -0.57,  -1.12,  -0.43,  -0.21,   0.11,  -0.54,   0.09,   0.01,   7.29,-5.59
6, 12779, 1,    -0.09, 3,   boost,  -19.69,    0.00,    0.00, 0.00, 0.02, 2.75,  -9.79,  -0.57,  -1.14,  -0.80,   0.03,   0.30,  -0.54,   0.09,   0.01,   7.29,-5.59
6, 12779, 1,    -0.08, 3,   boost,  -19.66,    0.00,    0.00, 0.00, 0.00, 2.75,  -9.76,  -0.63,  -1.12,  -0.62,  -0.15,   0.24,  -0.54,   0.10,   0.00,   7.29,-5.59
6, 12779, 1,    -0.07, 3,   boost,  -19.84,    0.00,    0.00, 0.00, 0.02, 2.75,  -9.94,  -0.70,  -1.19,  -1.04,  -0.21,   0.30,  -0.54,   0.10,   0.00,   7.29,-5.59
6, 12779, 1,    -0.06, 3,   boost,  -20.47,    0.00,    0.00, 0.00, 0.00, 2.75, -10.57,  -0.82,  -1.14,  -2.63,   0.03,   0.30,  -0.54,   0.09,   0.00,   7.29,-5.59
6, 12779, 1,    -0.05, 3,   boost,  -61.57,    0.00,    0.00, 0.00, 0.00, 2.75, -51.61,   1.77,  -0.85,  -1.17,  -2.04,   1.46,  -0.54,   0.10,   0.00,   7.29,-5.59
6, 12779, 1,    -0.04, 3,   boost,  -94.25,    0.00,    0.00, 0.00, 0.00, 2.76, -84.24,  -3.70,   0.11, -74.71,   0.95,  -2.57,  -0.53,   0.10,  -0.00,   7.29,-5.59
6, 12779, 1,    -0.03, 3,   boost, -192.65,    0.00,    0.00, 0.00, 0.00, 2.75,-182.50,  -9.09,  -4.47,-112.80,  -4.49,  26.91,  -0.53,   0.10,  -0.00,   7.29,-5.59
6, 12779, 1,    -0.02, 3,   boost, -100.97,    0.00,    0.00, 0.00, 0.02, 2.75, -90.95,   1.73,  -3.33,-135.99, -11.02,  34.36,  -0.53,   0.11,  -0.00,   7.29,-5.59
6, 12779, 1,    -0.01, 3,   boost, -102.82,    0.00,    0.00, 0.00, 0.00, 2.75, -92.80,   0.32,  -2.40,-152.47,  -0.82,  16.11,  -0.53,   0.11,   0.01,   7.29,-5.59
6, 12779, 1,     0.00, 3,   boost,  -99.87,    0.00,    0.00, 0.00, 0.00, 2.75, -89.85, -24.72,  -7.23,-146.74,   6.01, -13.74,  -0.53,   0.12,   0.01,   7.29,-5.59
6, 12779, 1,     0.00, 3,   boost,  -99.87,    0.00,    0.00, 0.00, 0.00, 2.75, -89.85, -24.72,  -7.23,-146.74,   6.01, -13.74,  -0.53,   0.12,   0.01,   7.29,-5.59
6, 12779, 1,     0.00, 3,   boost,  -99.87,    0.00,    0.00, 0.00, 0.00, 2.75, -89.85, -24.72,  -7.23,-146.74,   6.01, -13.74,  -0.53,   0.12,   0.01,   7.29,-5.59
6, 12779, 1,     0.00, 3,   boost,  -99.87,    0.00,    0.00, 0.00, 0.00, 2.75, -89.85, -24.72,  -7.23,-146.74,   6.01, -13.74,  -0.53,   0.12,   0.01,   7.29,-5.59
6, 12779, 1,     0.00, 3,   boost,  -99.87,    0.00,    0.00, 0.00, 0.00, 2.75, -89.85, -24.72,  -7.23,-146.74,   6.01, -13.74,  -0.53,   0.12,   0.01,   7.29,-5.59
6, 12779, 1,     0.00, 3,   boost,  -99.87,    0.00,    0.00, 0.00, 0.00, 2.75, -89.85, -24.72,  -7.23,-146.74,   6.01, -13.74,  -0.53,   0.12,   0.01,   7.29,-5.59
6, 12779, 1,     0.00, 3,   boost,  -99.87,    0.00,    0.00, 0.00, 0.00, 2.75, -89.85, -24.72,  -7.23,-146.74,   6.01, -13.74,  -0.53,   0.12,   0.01,   7.29,-5.59
6, 12779, 1,     0.00, 3,   boost,  -99.87,    0.00,    0.00, 0.00, 0.00, 2.75, -89.85, -24.72,  -7.23,-146.74,   6.01, -13.74,  -0.53,   0.12,   0.01,   7.29,-5.59
6, 12779, 1,     0.00, 3,   boost,  -99.87,    0.00,    0.00, 0.00, 0.00, 2.75, -89.85, -24.72,  -7.23,-146.74,   6.01, -13.74,  -0.53,   0.12,   0.01,   7.29,-5.59
6, 12779, 1,     0.00, 3,   boost,  -99.87,    0.00,    0.00, 0.00, 0.00, 2.75, -89.85, -24.72,  -7.23,-146.74,   6.01, -13.74,  -0.53,   0.12,   0.01,   7.28,-5.59
6, 12779, 1,     0.00, 3,   boost,  -99.87,    0.00,    0.00, 0.00, 0.00, 2.75, -89.85, -24.72,  -7.23,-146.74,   6.01, -13.74,  -0.53,   0.12,   0.01,   7.28,-5.59
6, 12779, 1,     0.00, 3,   boost,  -99.87,    0.00,    0.00, 0.00, 0.00, 2.75, -89.85, -24.72,  -7.23,-146.74,   6.01, -13.74,  -0.53,   0.12,   0.01,   7.28,-5.59
6, 12779, 1,     0.00, 3,   boost,  -99.87,    0.00,    0.00, 0.00, 0.00, 2.75, -89.85, -24.72,  -7.23,-146.74,   6.01, -13.74,  -0.53,   0.12,   0.01,   7.28,-5.59
6, 12779, 1,     0.00, 3,   boost,  -99.87,    0.00,    0.00, 0.00, 0.00, 2.75, -89.85, -24.72,  -7.23,-146.74,   6.01, -13.74,  -0.53,   0.12,   0.01,   7.28,-5.59
6, 12779, 1,     0.00, 3,   boost,  -99.87,    0.00,    0.00, 0.00, 0.00, 2.75, -89.85, -24.72,  -7.23,-146.74,   6.01, -13.74,  -0.53,   0.12,   0.01,   7.28,-5.59
6, 12779, 1,     0.00, 3,   boost,  -99.87,    0.00,    0.00, 0.00, 0.00, 2.75, -89.85, -24.72,  -7.23,-146.74,   6.01, -13.74,  -0.53,   0.12,   0.01,   7.29,-5.59
6, 12779, 1,     0.00, 3,   boost,  -99.87,    0.00,    0.00, 0.00, 0.00, 2.75, -89.85, -24.72,  -7.23,-146.74,   6.01, -13.74,  -0.53,   0.12,   0.01,   7.29,-5.59
6, 12779, 1,     0.00, 3,   boost,  -99.87,    0.00,    0.00, 0.00, 0.00, 2.75, -89.85, -24.72,  -7.23,-146.74,   6.01, -13.74,  -0.53,   0.12,   0.01,   7.29,-5.59
6, 12779, 1,     0.00, 3,   boost,  -99.87,    0.00,    0.00, 0.00, 0.00, 2.75, -89.85, -24.72,  -7.23,-146.74,   6.01, -13.74,  -0.53,   0.12,   0.01,   7.29,-5.59
6, 12779, 1,     0.00, 3,   boost,  -99.87,    0.00,    0.00, 0.00, 0.00, 2.75, -89.85, -24.72,  -7.23,-146.74,   6.01, -13.74,  -0.53,   0.12,   0.01,   7.29,-5.59
6, 12779, 1,     0.00, 3,   boost,  -99.87,    0.00,    0.00, 0.00, 0.00, 2.75, -89.85, -24.72,  -7.23,-146.74,   6.01, -13.74,  -0.53,   0.12,   0.01,   7.29,-5.59
6, 12779, 1,     0.00, 3,   boost,  -99.87,    0.00,    0.00, 0.00, 0.00, 2.75, -89.85, -24.72,  -7.23,-146.74,   6.01, -13.74,  -0.53,   0.12,   0.01,   7.30,-5.59
6, 12779, 1,     0.00, 3,   boost,  -99.87,    0.00,    0.00, 0.00, 0.00, 2.75, -89.85, -24.72,  -7.23,-146.74,   6.01, -13.74,  -0.53,   0.12,   0.01,   7.30,-5.59
6, 12779, 1,     0.00, 3,   boost,  -99.87,    0.00,    0.00, 0.00, 0.00, 2.75, -89.85, -24.72,  -7.23,-146.74,   6.01, -13.74,  -0.53,   0.12,   0.01,   7.30,-5.59
6, 12779, 1,     0.00, 3,   boost,  -99.87,    0.00,    0.00, 0.00, 0.00, 2.75, -89.85, -24.72,  -7.23,-146.74,   6.01, -13.74,  -0.53,   0.12,   0.01,   7.30,-5.59
6, 12779, 1,     0.00, 3,   boost,  -99.87,    0.00,    0.00, 0.00, 0.00, 2.75, -89.85, -24.72,  -7.23,-146.74,   6.01, -13.74,  -0.53,   0.12,   0.01,   7.31,-5.59
6, 12779, 1,     0.00, 3,   boost,  -99.87,    0.00,    0.00, 0.00, 0.00, 2.75, -89.85, -24.72,  -7.23,-146.74,   6.01, -13.74,  -0.53,   0.12,   0.01,   7.33,-5.59
6, 12779, 1,     0.00, 3,   boost,  -99.87,    0.00,    0.00, 0.00, 0.00, 2.75, -89.85, -24.72,  -7.23,-146.74,   6.01, -13.74,  -0.53,   0.12,   0.01,   7.31,-5.59
6, 12779, 1,     0.00, 3,   boost,  -99.87,    0.00,    0.00, 0.00, 0.00, 2.75, -89.85, -24.72,  -7.23,-146.74,   6.01, -13.74,  -0.53,   0.12,   0.01,   7.49,-5.59
6, 12779, 1,     0.00, 3,   boost,  -99.87,    0.00,    0.00, 0.00, 0.00, 2.75, -89.85, -24.72,  -7.23,-146.74,   6.01, -13.74,  -0.53,   0.12,   0.01,   7.78,-5.59
6, 12779, 1,     0.00, 3,   boost,  -99.87,    0.00,    0.00, 0.00, 0.00, 2.75, -89.85, -24.72,  -7.23,-146.74,   6.01, -13.74,  -0.53,   0.12,   0.01,   7.89,-5.59
6, 12779, 1,     0.00, 3,   boost,  -99.87,    0.00,    0.00, 0.00, 0.00, 2.75, -89.85, -24.72,  -7.23,-146.74,   6.01, -13.74,  -0.53,   0.12,   0.01,   7.75,-5.59
6, 12779, 1,     0.01, 3,   boost, -106.18,    0.00,    0.00, 0.00, 0.02, 2.75, -96.15,   3.31,  -1.05,-126.90,  24.99, -42.12,  -0.53,   0.12,   0.01,   7.29,-5.59
6, 12779, 1,     0.01, 3,   boost, -106.18,    0.00,    0.00, 0.00, 0.02, 2.75, -96.15,   3.31,  -1.05,-126.90,  24.99, -42.12,  -0.53,   0.12,   0.01,   7.29,-5.59
6, 12779, 1,     0.02, 3,   boost, -103.60,    0.00,    0.00, 0.00, 0.00, 2.75, -93.58,  -6.88,  -2.84,-155.46,  21.39, -42.73,  -0.53,   0.13,   0.02,   6.85,-5.59
6, 12779, 1,     0.03, 3,   boost, -105.64,    0.00,    0.00, 0.00, 0.00, 2.75, -95.62, -14.03,  -6.98,-117.99,  12.85, -23.14,  -0.53,   0.13,   0.02,   6.60,-5.59
6, 12779, 1,     0.04, 3,   boost, -105.30,    0.00,    0.00, 0.00, 0.01, 2.75, -95.28,   2.49,  -2.31,-110.24,   4.97,  -9.59,  -0.53,   0.14,   0.02,   6.50,-5.59
6, 12779, 1,     0.05, 3,   boost, -105.15,    0.00,    0.00, 0.00, 0.01, 2.75, -95.13, -17.41,  -1.63, -81.12,   7.66,  -2.27,  -0.53,   0.14,   0.02,   6.43,-5.59
6, 12779, 1,     0.06, 3,   boost, -105.20,    0.00,    0.00, 0.00, 0.00, 2.75, -95.18, -15.11,  -8.12, -30.10,   3.45,  -0.68,  -0.53,   0.14,   0.02,   6.40,-5.59
6, 12779, 1,     0.07, 3,   boost, -106.51,    0.00,    0.00, 0.00, 0.01, 2.76, -96.48, -14.80,  -0.85,  33.32,   1.50,  -6.11,  -0.53,   0.14,   0.02,   6.35,-5.59
6, 12779, 1,     0.08, 3,   boost, -106.88,    0.00,    0.00, 0.00, 0.00, 2.75, -96.85, -19.71,  -7.92,  78.97,   2.90, -19.54,  -0.53,   0.14,   0.02,   6.19,-5.59
6, 12779, 1,     0.09, 3,   boost, -108.97,    0.00,    0.00, 0.00, 0.00, 2.76, -98.94,   3.48,   2.04,  99.30,   8.58, -34.37,  -0.53,   0.13,   0.02,   5.91,-5.59
6, 12779, 1,     0.10, 3,   boost, -106.90,    0.00,    0.00, 0.00, 0.00, 2.76, -96.87, -20.99,  -4.51, 170.59,   7.54, -24.18,  -0.53,   0.13,   0.02,   5.70,-5.59
6, 12779, 1,     0.11, 3,   boost, -109.66,    0.00,    0.00, 0.00, 0.00, 2.76, -99.63,   3.82,  -1.77, 176.26,  -5.16,  17.63,  -0.53,   0.12,   0.02,   5.84,-5.59
6, 12779, 1,     0.12, 3,   boost, -110.65,    0.00,    0.00, 0.00, 0.00, 2.75,-100.62,   7.39,   4.88, 173.03,  -4.00,   3.53,  -0.53,   0.12,   0.01,   5.90,-5.59
6, 12779, 1,     0.13, 3,   boost, -109.50,    0.00,    0.00, 0.00, 0.00, 2.75, -99.47, -10.99,  -7.81, 186.58,  -2.04,   2.92,  -0.53,   0.11,   0.01,   5.93,-5.59
6, 12779, 1,     0.14, 3,   boost, -110.64,    0.00,    0.00, 0.00, 0.00, 2.75,-100.60,   0.37,   1.08, 204.89,  -3.39,   6.22,  -0.53,   0.10,   0.01,   5.99,-5.59
6, 12779, 1,     0.15, 3,   boost, -110.37,    0.00,    0.00, 0.00, 0.00, 2.75,-100.34,  -2.65,  -4.55, 198.60,  -4.91,   6.89,  -0.53,   0.10,   0.01,   6.07,-5.59
6, 12779, 1,     0.16, 3,   boost, -110.97,    0.00,    0.00, 0.00, 0.01, 2.75,-100.93,  -1.77,  -1.23, 200.49,  -5.16,   7.32,  -0.53,   0.09,   0.00,   6.15,-5.59
6, 12779, 1,     0.17, 3,   boost, -111.19,    0.00,    0.00, 0.00, 0.00, 2.75,-101.16,  -1.46,  -1.03, 200.43,  -5.95,   7.74,  -0.53,   0.09,  -0.00,   6.24,-5.59
6, 12779, 1,     0.18, 3,   boost, -111.72,    0.00,    0.00, 0.00, 0.00, 2.75,-101.69,  -1.26,  -1.64, 198.54,  -6.74,   8.23,  -0.53,   0.08,  -0.00,   6.33,-5.59
6, 12779, 1,     0.19, 3,   boost, -111.59,    0.00,    0.00, 0.00, 0.00, 2.75,-101.56,  -1.42,  -0.33, 196.53,  -7.17,   8.78,  -0.53,   0.07,  -0.01,   6.43,-5.59
6, 12779, 1,     0.20, 3,   boost, -111.35,    0.00,    0.00, 0.00, 0.00, 2.75,-101.31,  -1.36,  -1.42, 194.51,  -8.45,   8.96,  -0.53,   0.07,  -0.01,   6.54,-5.59
6, 12779, 1,     0.21, 3,   boost, -112.49,    0.00,    0.00, 0.00, 0.01, 2.76,-102.46,  -1.62,  -0.51, 192.56,  -8.94,   9.70,  -0.53,   0.06,  -0.02,   6.66,-5.59
6, 12779, 1,     0.22, 3,   boost, -112.25,    0.00,    0.00, 0.00, 0.00, 2.75,-102.22,  -1.59,  -1.24, 190.12, -10.16,  10.06,  -0.53,   0.05,  -0.02,   6.79,-5.59
6, 12779, 1,     0.23, 3,   boost, -113.17,    0.00,    0.00, 0.00, 0.01, 2.75,-103.13,  -1.89,  -0.78, 185.05, -10.04,  10.06,  -0.53,   0.05,  -0.02,   6.91,-5.59
6, 12779, 1,     0.24, 3,   boost, -112.46,    0.00,    0.00, 0.00, 0.01, 2.75,-102.42,  -1.95,  -1.40, 184.26, -10.35,  11.28,  -0.53,   0.04,  -0.03,   7.04,-5.59
6, 12779, 1,     0.25, 3,   boost, -112.90,    0.00,    0.00, 0.00, 0.02, 2.76,-102.86,  -2.05,  -1.16, 183.65, -11.32,  11.59,  -0.53,   0.04,  -0.03,   7.18,-5.59
6, 12779, 1,     0.26, 3,   boost, -113.18,    0.00,    0.00, 0.00, 0.01, 2.75,-103.15,  -2.08,  -1.50, 182.31, -12.54,  12.75,  -0.53,   0.03,  -0.04,   7.34,-5.59
6, 12779, 1,     0.27, 3,   boost, -113.51,    0.00,    0.00, 0.00, 0.00, 2.75,-103.48,  -2.03,  -1.26, 181.51, -13.34,  12.81,  -0.53,   0.03,  -0.05,   7.49,-5.59
6, 12779, 1,     0.28, 3,   boost, -113.35,    0.00,    0.00, 0.00, 0.01, 2.75,-103.31,  -2.03,  -1.44, 180.41, -14.43,  13.79,  -0.53,   0.03,  -0.05,   7.66,-5.59
6, 12779, 1,     0.29, 3,   boost, -114.05,    0.00,    0.00, 0.00, 0.00, 2.75,-104.02,  -1.91,  -1.35, 177.97, -15.53,  14.09,  -0.53,   0.02,  -0.06,   7.84,-5.59
6, 12779, 1,     0.30, 3,   boost, -113.53,    0.00,    0.00, 0.00, 0.02, 2.75,-103.49,  -2.00,  -1.44, 176.14, -16.69,  14.27,  -0.53,   0.02,  -0.06,   8.03,-5.59
6, 12779, 1,     0.31, 3,   boost, -113.81,    0.00,    0.00, 0.00, 0.02, 2.75,-103.77,  -1.93,  -1.33, 173.70, -17.30,  15.31,  -0.53,   0.01,  -0.07,   8.22,-5.59
6, 12779, 1,     0.32, 3,   boost, -113.94,    0.00,    0.00, 0.00, 0.01, 2.75,-103.90,  -2.04,  -1.36, 172.17, -19.32,  15.86,  -0.53,   0.01,  -0.08,   8.44,-5.59
6, 12779, 1,     0.33, 3,   boost, -115.09,    0.00,    0.00, 0.00, 0.01, 2.75,-105.05,  -1.96,  -1.29, 169.98, -20.23,  16.66,  -0.53,   0.01,  -0.08,   8.66,-5.59
6, 12779, 1,     0.34, 3,   boost, -113.92,    0.00,    0.00, 0.00, 0.00, 2.75,-103.89,  -1.98,  -1.30, 168.21, -21.27,  17.02,  -0.53,   0.00,  -0.09,   8.89,-5.59
6, 12779, 1,     0.35, 3,   boost, -115.10,    0.00,    0.00, 0.01, 0.00, 2.75,-105.06,  -2.03,  -1.16, 165.89, -22.55,  17.88,  -0.53,  -0.00,  -0.10,   9.13,-5.59
6, 12779, 1,     0.36, 3,   boost, -114.56,    0.00,    0.00, 0.00, 0.01, 2.75,-104.52,  -1.89,  -1.26, 163.81, -23.59,  18.36,  -0.53,  -0.01,  -0.10,   9.38,-5.59
6, 12779, 1,     0.37, 3,   boost, -115.00,    0.00,    0.00, 0.00, 0.01, 2.75,-104.96,  -1.98,  -1.02, 162.04, -24.69,  18.73,  -0.53,  -0.01,  -0.11,   9.64,-5.59
6, 12779, 1,     0.38, 3,   boost, -115.06,    0.00,    0.00, 0.00, 0.00, 2.75,-105.02,  -1.91,  -1.21, 160.15, -25.36,  18.97,  -0.53,  -0.01,  -0.12,   9.91,-5.59
6, 12779, 1,     0.39, 3,   boost, -115.49,    0.00,    0.00, 0.00, 0.00, 2.76,-105.45,  -1.92,  -1.01, 158.01, -26.58,  19.77,  -0.53,  -0.01,  -0.12,  10.18,-5.59
6, 12779, 1,     0.40, 3,   boost, -116.41,    0.00,    0.00, 0.00, 0.01, 2.76,-106.36,  -1.83,  -1.19, 154.41, -26.95,  19.65,  -0.53,  -0.02,  -0.13,  10.46,-5.59
6, 12779, 1,     0.41, 3,   boost, -116.82,    0.00,    0.00, 0.00, 0.00, 2.76,-106.78,  -1.98,  -1.11, 152.58, -27.37,  20.38,  -0.53,  -0.02,  -0.14,  10.74,-5.59
6, 12779, 1,     0.42, 3,   boost, -116.41,    0.00,    0.00, 0.00, 0.00, 2.76,-106.36,  -1.85,  -1.01, 151.12, -28.11,  20.62,  -0.53,  -0.02,  -0.14,  11.03,-5.59
6, 12779, 1,     0.43, 3,   boost, -116.48,    0.00,    0.00, 0.00, 0.01, 2.75,-106.44,  -1.75,  -0.94, 149.22, -28.23,  20.99,  -0.53,  -0.02,  -0.15,  11.31,-5.59
6, 12779, 1,     0.44, 3,   boost, -116.28,    0.00,    0.00, 0.01, 0.00, 2.75,-106.24,  -1.82,  -0.87, 147.76, -29.21,  21.17,  -0.53,  -0.02,  -0.16,  11.61,-5.59
6, 12779, 1,     0.45, 3,   boost, -117.57,    0.00,    0.00, 0.00, 0.00, 2.75,-107.53,  -1.82,  -0.83, 145.44, -29.82,  21.35,  -0.53,  -0.03,  -0.17,  11.90,-5.59
6, 12779, 1,     0.46, 3,   boost, -116.32,    0.00,    0.00, 0.00, 0.00, 2.75,-106.28,  -1.77,  -0.76, 142.75, -30.12,  21.66,  -0.52,  -0.02,  -0.18,  12.20,-5.59
6, 12779, 1,     0.47, 3,   boost, -117.54,    0.00,    0.00, 0.00, 0.00, 2.75,-107.50,  -1.80,  -0.63, 141.35, -29.82,  21.48,  -0.52,  -0.02,  -0.19,  12.50,-5.59
6, 12779, 1,     0.48, 3,   boost, -117.31,    0.00,    0.00, 0.00, 0.00, 2.75,-107.27,  -1.78,  -0.58, 140.01, -29.82,  21.72,  -0.52,  -0.03,  -0.19,  12.79,-5.59
6, 12779, 1,     0.49, 3,   boost, -118.31,    0.00,    0.00, 0.00, 0.00, 2.75,-108.27,  -1.65,  -0.47, 138.85, -30.06,  21.84,  -0.52,  -0.03,  -0.19,  13.09,-5.59
6, 12779, 1,     0.50, 3,   boost, -118.28,    0.00,    0.00, 0.00, 0.00, 2.76,-108.23,  -1.66,  -0.52, 137.38, -29.69,  21.66,  -0.52,  -0.03,  -0.20,  13.38,-5.59
6, 12779, 1,     0.51, 3,   boost, -117.89,    0.00,    0.00, 0.00, 0.01, 2.75,-107.84,  -1.66,  -0.37, 136.10, -29.08,  21.66,  -0.52,  -0.03,  -0.21,  13.66,-5.59
6, 12779, 1,     0.52, 3,   boost, -118.77,    0.00,    0.00, 0.00, 0.00, 2.75,-108.73,  -1.60,  -0.22, 134.88, -28.72,  21.42,  -0.52,  -0.03,  -0.21,  13.94,-5.59
6, 12779, 1,     0.53, 3,   boost, -118.92,    0.00,    0.00, 0.00, 0.00, 2.75,-108.87,  -1.61,  -0.21, 133.84, -28.35,  21.35,  -0.52,  -0.03,  -0.22,  14.21,-5.59
6, 12779, 1,     0.54, 3,   boost, -118.62,    0.00,    0.00, 0.00, 0.00, 2.75,-108.58,  -1.52,  -0.16, 132.68, -27.74,  21.29,  -0.52,  -0.03,  -0.23,  14.47,-5.59
6, 12779, 1,     0.55, 3,   boost, -119.47,    0.00,    0.00, 0.00, 0.01, 2.76,-109.42,  -1.52,   0.14, 131.52, -26.95,  21.29,  -0.52,  -0.03,  -0.24,  14.72,-5.59
6, 12779, 1,     0.56, 3,   boost, -118.57,    0.00,    0.00, 0.00, 0.01, 2.75,-108.53,  -1.45,  -0.18, 130.12, -25.36,  20.74,  -0.51,  -0.03,  -0.24,  14.96,-5.59
6, 12779, 1,     0.57, 3,   boost, -119.49,    0.00,    0.00, 0.01, 0.00, 2.75,-109.44,  -1.21,   0.32, 128.41, -24.26,  20.38,  -0.51,  -0.03,  -0.25,  15.18,-5.59
6, 12779, 1,     0.58, 3,   boost, -119.43,    0.00,    0.00, 0.01, 0.01, 2.75,-109.38,  -1.34,  -0.03, 128.04, -23.04,  20.01,  -0.51,  -0.03,  -0.25,  15.39,-5.59
6, 12779, 1,     0.59, 3,   boost, -118.70,    0.00,    0.00, 0.00, 0.00, 2.75,-108.66,  -1.19,   0.50, 127.31, -21.70,  19.95,  -0.51,  -0.03,  -0.26,  15.59,-5.59
6, 12779, 1,     0.60, 3,   boost, -119.86,    0.00,    0.00, 0.00, 0.00, 2.75,-109.81,  -1.11,   0.35, 125.97, -19.87,  19.65,  -0.51,  -0.03,  -0.27,  15.76,-5.59
6, 12779, 1,     0.61, 3,   boost, -119.40,    0.00,    0.00, 0.00, 0.00, 2.75,-109.35,  -1.39,   0.52, 124.81, -17.97,  18.73,  -0.51,  -0.03,  -0.28,  15.92,-5.59
6, 12779, 1,     0.62, 3,   boost, -119.17,    0.00,    0.00, 0.01, 0.01, 2.76,-109.12,  -1.08,   0.57, 124.14, -16.20,  18.73,  -0.51,  -0.02,  -0.28,  16.06,-5.59
