# maciexl-1-or (Data loaded from a file)
# 498 data points written for 58 variables.
#
# Time (s),Altitude (ft),Altitude above sea level (ft),Vertical velocity (m/s),Total velocity (m/s),Vertical acceleration (m/s²),Total acceleration (m/s²),Position East of launch (ft),Position North of launch (ft),Lateral distance (ft),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (° N),Longitude (° E),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),Gravitational acceleration (m/s²),CP location (mm),CG location (mm),Stability margin calibers (​),Thrust (N),Thrust-to-weight ratio (​),Drag force (N),Drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Axial drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Wind velocity (m/s),Wind direction (°),Air temperature (°C),Air pressure (mbar),Air density (g/cm³),Speed of sound (m/s),Mach number (​),Reynolds number (​),Reference length (mm),Reference area (cm²),Simulation time step (s),Computation time (s),Coriolis acceleration (m/s²)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
2.925,839.564,839.564,104.312,104.451,-14.916,14.921,35.988,0.003,35.988,90.012,5.399,0.414,28.61,-80.6,0.033,-4.456e-6,2.578,0.02,86.058,90.012,3967,245,0.393,0.002,9.791,1227,904,4.097,0,0,20.387,0.641,0.352,0.221,0.069,0.641,0.006,0.024,1.035e-4,0,0,0,0,2.82e-4,1.854,90.012,13.337,983.2,0.001,339.381,0.308,1.11e7,79,50,0.05,0.058,0.013
2.975,856.614,856.614,103.568,103.707,-14.849,14.852,36.87,0.003,36.87,90.012,5.382,0.256,28.61,-80.6,0.057,-4.76e-6,-2.235,0.008,85.944,90.012,3967,245,0.393,0.002,9.791,1226,904,4.086,0,0,20.081,0.641,0.352,0.221,0.068,0.641,0.015,0.061,2.239e-4,0,0,0,0,-2.106e-4,1.838,90.012,13.303,982.6,0.001,339.36,0.306,1.101e7,79,50,0.05,0.058,0.013
3.025,873.543,873.543,102.827,102.967,-14.779,14.78,37.753,0.003,37.753,90.012,5.372,0.176,28.61,-80.6,0.115,-4.354e-6,-0.688,5.816e-4,85.829,90.012,3967,245,0.393,0.002,9.791,1225,904,4.073,0,0,19.78,0.641,0.352,0.221,0.068,0.641,0.025,0.104,4.234e-4,0,0,0,0,-1.974e-5,1.825,90.012,13.269,982,0.001,339.34,0.304,1.093e7,79,50,0.05,0.059,0.013
3.075,890.351,890.351,102.09,102.231,-14.701,14.702,38.632,0.003,38.632,90.012,5.363,0.217,28.61,-80.6,0.115,-6.463e-6,1.031,2.494e-4,85.886,90.012,3967,245,0.393,0.002,9.791,1225,904,4.08,0,0,19.482,0.641,0.352,0.221,0.068,0.641,0.02,0.08,2.613e-4,0,0,0,0,4.783e-5,1.82,90.012,13.236,981.4,0.001,339.32,0.302,1.085e7,79,50,0.05,0.059,0.013
3.125,907.037,907.037,101.357,101.498,-14.615,14.62,39.511,0.003,39.511,90.012,5.348,0.389,28.61,-80.6,0.025,-6.406e-6,-1.776,0.006,85.944,90.012,3967,245,0.393,0.002,9.791,1227,904,4.097,0,0,19.19,0.641,0.352,0.22,0.068,0.641,0.004,0.018,-9.798e-5,0,0,0,0,-1.375e-4,1.886,90.012,13.203,980.8,0.001,339.3,0.299,1.077e7,79,50,0.05,0.059,0.013
3.175,923.606,923.606,100.628,100.769,-14.531,14.541,40.387,0.003,40.387,90.012,5.324,0.56,28.61,-80.6,0.172,-7.122e-6,-0.458,0.004,86.001,90.012,3967,245,0.393,0.002,9.791,1224,904,4.068,0,0,18.905,0.64,0.352,0.22,0.068,0.64,0.029,0.118,3.299e-4,0,0,0,0,-1.026e-5,1.991,90.012,13.17,980.2,0.001,339.28,0.297,1.069e7,79,50,0.05,0.06,0.013
3.225,940.052,940.052,99.904,100.044,-14.457,14.469,41.257,0.003,41.257,90.012,5.295,0.587,28.61,-80.6,0.172,-7.299e-6,1.776,0.004,86.001,90.012,3967,245,0.393,0.002,9.791,1224,904,4.063,0,0,18.621,0.64,0.352,0.22,0.068,0.64,0.033,0.136,4.852e-4,0,0,0,0,1.444e-4,2.067,90.012,13.138,979.6,0.001,339.26,0.295,1.061e7,79,50,0.05,0.06,0.013
3.275,956.381,956.381,99.182,99.322,-14.399,14.404,42.126,0.003,42.126,90.012,5.268,0.382,28.61,-80.6,0.026,-8.623e-6,3.438,0.031,85.829,90.012,3967,245,0.393,0.002,9.791,1227,904,4.096,0,0,18.336,0.64,0.352,0.22,0.068,0.64,0.005,0.018,7.594e-5,0,0,0,0,5.499e-4,2.001,90.012,13.105,979.1,0.001,339.241,0.293,1.052e7,79,50,0.05,0.06,0.013
3.325,972.592,972.592,98.464,98.604,-14.344,14.345,42.989,0.003,42.989,90.012,5.256,0.176,28.61,-80.6,0.115,-8.48e-6,-2.406,0.007,85.657,90.012,3967,245,0.393,0.002,9.791,1225,904,4.072,0,0,18.057,0.64,0.352,0.22,0.068,0.64,0.025,0.104,6.817e-5,0,0,0,0,-2.692e-4,1.935,90.012,13.073,978.5,0.001,339.221,0.291,1.044e7,79,50,0.05,0.061,0.013
3.375,988.688,988.688,97.748,97.889,-14.277,14.278,43.848,0.003,43.848,90.012,5.248,0.159,28.61,-80.6,0.172,-8.325e-6,-0.573,0.004,85.6,90.012,3967,245,0.393,0.002,9.791,1224,904,4.068,0,0,17.785,0.64,0.352,0.22,0.068,0.64,0.028,0.115,1.103e-4,0,0,0,0,-1.556e-5,1.991,90.012,13.041,977.9,0.001,339.202,0.289,1.037e7,79,50,0.05,0.061,0.013
3.425,1004.662,1004.662,97.036,97.177,-14.207,14.208,44.708,0.003,44.708,90.012,5.239,0.176,28.61,-80.6,0.115,-8.497e-6,1.031,0.005,85.6,90.012,3967,245,0.393,0.002,9.791,1225,904,4.071,0,0,17.513,0.639,0.352,0.22,0.068,0.639,0.025,0.103,3.94e-4,0,0,0,0,5.115e-5,1.954,90.012,13.01,977.3,0.001,339.183,0.287,1.029e7,79,50,0.05,0.062,0.012
3.475,1020.522,1020.522,96.328,96.469,-14.132,14.134,45.568,0.003,45.568,90.012,5.229,0.264,28.61,-80.6,0.057,-7.832e-6,2.349,0.005,85.714,90.012,3967,245,0.393,0.002,9.791,1226,904,4.088,0,0,17.244,0.639,0.352,0.219,0.068,0.639,0.011,0.044,-2.939e-4,0,0,0,0,2.771e-4,1.897,90.012,12.978,976.8,0.001,339.164,0.285,1.021e7,79,50,0.05,0.062,0.012
3.525,1036.266,1036.266,95.623,95.765,-14.055,14.06,46.424,0.003,46.424,90.012,5.212,0.404,28.61,-80.6,0.057,-7.827e-6,-2.292,0.004,85.829,90.012,3967,245,0.393,0.002,9.791,1226,904,4.086,0,0,16.98,0.639,0.352,0.219,0.068,0.639,0.012,0.05,-3.243e-4,0,0,0,0,-2.556e-4,1.874,90.012,12.947,976.2,0.001,339.145,0.283,1.013e7,79,50,0.05,0.062,0.012
3.575,1051.896,1051.896,94.922,95.064,-13.983,13.992,47.277,0.003,47.277,90.012,5.19,0.49,28.61,-80.6,0.172,-6.944e-6,-1.031,0.002,85.944,90.012,3967,245,0.393,0.002,9.791,1224,904,4.069,0,0,16.72,0.639,0.352,0.219,0.067,0.639,0.027,0.11,4.693e-4,0,0,0,0,-5.449e-5,1.841,90.012,12.916,975.6,0.001,339.126,0.281,1.005e7,79,50,0.05,0.063,0.012
3.625,1067.408,1067.408,94.225,94.366,-13.917,13.926,48.127,0.007,48.127,90.012,5.165,0.5,28.61,-80.6,0.172,-6.818e-6,0.745,-8.612e-4,85.944,90.012,3967,245,0.393,0.002,9.791,1224,904,4.065,0,0,16.463,0.639,0.352,0.219,0.067,0.639,0.03,0.121,4.4e-4,0,0,0,0,2.932e-5,1.827,90.012,12.885,975.1,0.001,339.107,0.279,9.973e6,79,50,0.05,0.063,0.012
3.675,1082.808,1082.808,93.53,93.671,-13.861,13.866,48.973,0.007,48.973,90.012,5.142,0.39,28.61,-80.6,0.057,-7.042e-6,2.177,-0.001,85.829,90.012,3967,245,0.393,0.002,9.791,1226,904,4.085,0,0,16.207,0.638,0.352,0.219,0.067,0.638,0.013,0.052,4.816e-4,0,0,0,0,2.476e-4,1.771,90.012,12.855,974.5,0.001,339.089,0.277,9.895e6,79,50,0.05,0.063,0.012
3.725,1098.094,1098.094,92.838,92.98,-13.807,13.809,49.813,0.007,49.813,90.012,5.126,0.257,28.61,-80.6,0.048,-7.173e-6,-2.177,-0.001,85.714,90.012,3967,245,0.393,0.002,9.791,1226,904,4.089,0,0,15.956,0.638,0.352,0.219,0.067,0.638,0.009,0.036,9.478e-5,0,0,0,0,-2.523e-4,1.725,90.012,12.824,974,0.001,339.071,0.275,9.818e6,79,50,0.05,0.064,0.012
3.775,1113.268,1113.268,92.15,92.291,-13.749,13.75,50.653,0.007,50.653,90.012,5.115,0.206,28.61,-80.6,0.115,-7.145e-6,-1.375,2.502e-4,85.657,90.012,3967,245,0.393,0.002,9.791,1225,904,4.079,0,0,15.711,0.638,0.352,0.218,0.067,0.638,0.017,0.07,4.164e-4,0,0,0,0,-9.779e-5,1.753,90.012,12.794,973.5,0.001,339.052,0.273,9.742e6,79,50,0.05,0.064,0.012
3.825,1128.327,1128.327,91.464,91.606,-13.685,13.687,51.493,0.007,51.493,90.012,5.104,0.237,28.61,-80.6,0.057,-7.231e-6,-0.401,-0.003,85.6,90.012,3967,245,0.393,0.002,9.791,1226,904,4.085,0,0,15.47,0.638,0.352,0.218,0.067,0.638,0.012,0.049,-2.817e-4,0,0,0,0,-9.687e-6,1.827,90.012,12.765,972.9,0.001,339.034,0.271,9.667e6,79,50,0.05,0.064,0.012
3.875,1143.278,1143.278,90.781,90.924,-13.62,13.624,52.329,0.007,52.329,90.012,5.091,0.301,28.61,-80.6,0.006,-7.328e-6,-0.057,-0.005,85.6,90.012,3967,245,0.393,0.002,9.791,1227,904,4.097,0,0,15.231,0.638,0.352,0.218,0.067,0.638,0.001,0.004,1.271e-4,0,0,0,0,-3.445e-7,1.904,90.012,12.735,972.4,0.001,339.016,0.269,9.593e6,79,50,0.05,0.065,0.012
3.925,1158.114,1158.114,90.102,90.244,-13.558,13.562,53.163,0.007,53.163,90.012,5.075,0.328,28.61,-80.6,0.024,-7.311e-6,0.229,0.005,85.6,90.012,3967,245,0.393,0.002,9.791,1226,904,4.093,0,0,14.995,0.638,0.352,0.218,0.067,0.638,0.004,0.017,-4.286e-4,0,0,0,0,3.49e-6,1.927,90.012,12.706,971.8,0.001,338.998,0.267,9.518e6,79,50,0.05,0.065,0.012
3.975,1172.838,1172.838,89.425,89.568,-13.499,13.503,53.993,0.007,53.993,90.012,5.058,0.331,28.61,-80.6,0.03,-7.248e-6,0.516,0.005,85.543,90.012,3967,245,0.393,0.002,9.791,1226,904,4.092,0,0,14.761,0.637,0.353,0.218,0.067,0.637,0.005,0.022,2.081e-4,0,0,0,0,1.387e-5,1.929,90.012,12.676,971.3,0.001,338.981,0.265,9.443e6,79,50,0.05,0.065,0.011
4.025,1187.451,1187.451,88.752,88.895,-13.44,13.444,54.823,0.007,54.823,90.012,5.042,0.342,28.61,-80.6,0.044,-7.042e-6,0.802,0.002,85.543,90.012,3967,245,0.393,0.002,9.791,1226,904,4.089,0,0,14.532,0.637,0.353,0.218,0.067,0.637,0.008,0.033,-1.671e-4,0,0,0,0,3.921e-5,1.965,90.012,12.647,970.8,0.001,338.963,0.263,9.369e6,79,50,0.05,0.066,0.011
4.075,1201.955,1201.955,88.081,88.224,-13.386,13.389,55.646,0.007,55.646,90.012,5.025,0.297,28.61,-80.6,0.002,-6.921e-6,1.203,0.049,85.485,90.012,3967,245,0.393,0.002,9.791,1227,904,4.097,0,0,14.303,0.637,0.353,0.218,0.067,0.637,2.701e-4,0.001,2.875e-5,0,0,0,0,8.589e-5,1.945,90.012,12.619,970.3,0.001,338.946,0.261,9.295e6,79,50,0.05,0.066,0.011
4.125,1216.348,1216.348,87.413,87.557,-13.333,13.335,56.47,0.007,56.47,90.012,5.012,0.244,28.61,-80.6,0.051,-7.065e-6,-0.859,0.001,85.428,90.012,3967,245,0.393,0.002,9.791,1226,904,4.087,0,0,14.077,0.637,0.353,0.218,0.067,0.637,0.009,0.038,5.631e-5,0,0,0,0,-4.286e-5,1.905,90.012,12.59,969.8,0.001,338.929,0.259,9.222e6,79,50,0.05,0.066,0.011
4.175,1230.633,1230.633,86.748,86.892,-13.276,13.279,57.293,0.007,57.293,90.012,5,0.252,28.61,-80.6,0.041,-7.185e-6,-0.401,1.709e-4,85.371,90.012,3967,245,0.393,0.002,9.791,1226,904,4.089,0,0,13.856,0.637,0.353,0.217,0.067,0.637,0.007,0.029,-2.605e-4,0,0,0,0,-9.627e-6,1.927,90.012,12.562,969.3,0.001,338.911,0.257,9.149e6,79,50,0.05,0.067,0.011
4.225,1244.81,1244.81,86.085,86.23,-13.222,13.224,58.11,0.007,58.11,90.012,4.987,0.232,28.61,-80.6,0.057,-7.477e-6,-0.115,2.854e-4,85.371,90.012,3967,245,0.393,0.002,9.791,1226,904,4.085,0,0,13.636,0.637,0.353,0.217,0.067,0.637,0.01,0.042,-1.491e-4,0,0,0,0,-4.769e-7,1.881,90.012,12.534,968.8,0.001,338.894,0.255,9.076e6,79,50,0.05,0.067,0.011
4.275,1258.878,1258.878,85.426,85.57,-13.169,13.171,58.927,0.007,58.927,90.012,4.976,0.201,28.61,-80.6,0.115,-7.214e-6,0.63,3.943e-4,85.371,90.012,3967,245,0.393,0.002,9.791,1225,904,4.079,0,0,13.417,0.636,0.353,0.217,0.066,0.636,0.015,0.062,-2.491e-4,0,0,0,0,2.313e-5,1.778,90.012,12.506,968.2,0.001,338.877,0.253,9.003e6,79,50,0.05,0.067,0.011
4.325,1272.838,1272.838,84.769,84.914,-13.114,13.116,59.744,0.007,59.744,90.012,4.966,0.209,28.61,-80.6,0.057,-7.655e-6,1.318,9.763e-4,85.428,90.012,3967,245,0.393,0.002,9.791,1225,904,4.082,0,0,13.202,0.636,0.353,0.217,0.066,0.636,0.013,0.052,2.839e-4,0,0,0,0,1.087e-4,1.686,90.012,12.478,967.7,0.001,338.861,0.251,8.93e6,79,50,0.05,0.068,0.011
4.375,1286.69,1286.69,84.114,84.26,-13.058,13.06,60.558,0.007,60.558,90.012,4.955,0.237,28.61,-80.6,0.032,-7.5e-6,1.776,3.434e-4,85.543,90.012,3967,245,0.393,0.002,9.791,1226,904,4.09,0,0,12.988,0.636,0.353,0.217,0.066,0.636,0.006,0.023,1.857e-4,0,0,0,0,2.018e-4,1.588,90.012,12.451,967.3,0.001,338.844,0.249,8.857e6,79,50,0.05,0.068,0.011
4.425,1300.433,1300.433,83.463,83.609,-12.997,13.002,61.368,0.007,61.368,90.012,4.942,0.351,28.61,-80.6,0.115,-7.723e-6,-1.719,-4.432e-4,85.6,90.012,3967,245,0.393,0.002,9.791,1225,904,4.075,0,0,12.782,0.636,0.353,0.217,0.066,0.636,0.019,0.075,-4.935e-4,0,0,0,0,-1.889e-4,1.617,90.012,12.424,966.8,0.001,338.828,0.247,8.786e6,79,50,0.05,0.068,0.011
4.475,1314.072,1314.072,82.815,82.961,-12.939,12.946,62.178,0.01,62.178,90.012,4.92,0.441,28.61,-80.6,0.229,-8.274e-6,-0.172,6.91e-4,85.657,90.012,3967,245,0.393,0.002,9.791,1223,904,4.052,0,0,12.579,0.636,0.353,0.217,0.066,0.636,0.038,0.155,-1.974e-4,0,0,0,0,-1.532e-6,1.675,90.012,12.397,966.3,0.001,338.811,0.245,8.716e6,79,50,0.05,0.069,0.011
4.525,1327.605,1327.605,82.169,82.315,-12.89,12.896,62.982,0.01,62.982,90.012,4.899,0.41,28.61,-80.6,0.172,-7.46e-6,1.49,0.002,85.6,90.012,3967,245,0.393,0.002,9.791,1224,904,4.057,0,0,12.376,0.636,0.353,0.217,0.066,0.636,0.033,0.134,1.016e-4,0,0,0,0,1.535e-4,1.654,90.012,12.37,965.8,0.001,338.795,0.243,8.645e6,79,50,0.05,0.069,0.011
4.575,1341.03,1341.03,81.525,81.671,-12.844,12.848,63.786,0.01,63.786,90.012,4.88,0.346,28.61,-80.6,0.115,-6.904e-6,2.693,0.001,85.543,90.012,3967,245,0.393,0.002,9.791,1225,904,4.072,0,0,12.175,0.635,0.353,0.216,0.066,0.635,0.02,0.081,-1.062e-4,0,0,0,0,4.953e-4,1.67,90.012,12.343,965.3,0.001,338.779,0.241,8.575e6,79,50,0.05,0.069,0.01
4.625,1354.35,1354.35,80.884,81.031,-12.799,12.802,64.583,0.01,64.583,90.012,4.865,0.282,28.61,-80.6,0.033,-7.162e-6,3.209,0.006,85.371,90.012,3967,245,0.393,0.002,9.791,1226,904,4.089,0,0,11.979,0.635,0.353,0.216,0.066,0.635,0.006,0.023,-3.449e-4,0,0,0,0,7.227e-4,1.736,90.012,12.317,964.8,0.001,338.763,0.24,8.506e6,79,50,0.05,0.07,0.01
4.675,1367.569,1367.569,80.246,80.392,-12.755,12.757,65.381,0.01,65.381,90.012,4.852,0.22,28.61,-80.6,0.047,-7.185e-6,-3.209,0.005,85.199,90.012,3967,245,0.393,0.002,9.791,1226,904,4.085,0,0,11.786,0.635,0.353,0.216,0.066,0.635,0.008,0.035,-3.457e-4,0,0,0,0,-7.164e-4,1.812,90.012,12.291,964.4,0.001,338.747,0.238,8.437e6,79,50,0.05,0.07,0.01
4.725,1380.679,1380.679,79.609,79.756,-12.708,12.71,66.178,0.01,66.178,90.012,4.842,0.21,28.61,-80.6,0.057,-7.179e-6,-2.578,0.003,85.084,90.012,3967,245,0.393,0.002,9.791,1225,904,4.082,0,0,11.597,0.635,0.353,0.216,0.066,0.635,0.011,0.046,4.905e-5,0,0,0,0,-4.854e-4,1.949,90.012,12.265,963.9,0.001,338.731,0.236,8.369e6,79,50,0.05,0.07,0.01
4.775,1393.684,1393.684,78.975,79.122,-12.663,12.664,66.972,0.01,66.972,90.012,4.831,0.187,28.61,-80.6,0.115,-7.363e-6,-2.235,0.002,84.912,90.012,3967,245,0.393,0.002,9.791,1225,904,4.075,0,0,11.409,0.635,0.353,0.216,0.066,0.635,0.017,0.07,-4.756e-4,0,0,0,0,-3.564e-4,2.029,90.012,12.239,963.4,0.001,338.716,0.234,8.301e6,79,50,0.05,0.071,0.01
4.825,1406.588,1406.588,78.343,78.491,-12.622,12.623,67.762,0.01,67.762,90.012,4.824,0.114,28.61,-80.6,0.172,-7.345e-6,-1.146,0.002,84.855,90.012,3967,245,0.393,0.002,9.791,1223,904,4.056,0,0,11.221,0.635,0.353,0.216,0.066,0.635,0.034,0.136,-2.226e-5,0,0,0,0,-9.58e-5,1.973,90.012,12.213,963,0.001,338.7,0.232,8.231e6,79,50,0.05,0.071,0.01
4.875,1419.39,1419.39,77.713,77.862,-12.574,12.575,68.553,0.01,68.553,90.012,4.818,0.126,28.61,-80.6,0.172,-6.927e-6,0.344,0.001,84.855,90.012,3967,245,0.393,0.002,9.791,1224,904,4.059,0,0,11.036,0.635,0.353,0.216,0.066,0.635,0.031,0.125,4.383e-6,0,0,0,0,8.325e-6,1.972,90.012,12.188,962.5,0.001,338.685,0.23,8.163e6,79,50,0.05,0.071,0.01
4.925,1432.087,1432.087,77.085,77.235,-12.524,12.525,69.344,0.01,69.344,90.012,4.81,0.168,28.61,-80.6,0.115,-6.669e-6,1.261,2.404e-4,84.855,90.012,3967,245,0.393,0.002,9.791,1225,904,4.071,0,0,10.852,0.634,0.353,0.216,0.066,0.634,0.02,0.082,1.868e-4,0,0,0,0,1.167e-4,1.95,90.012,12.163,962.1,0.001,338.67,0.228,8.095e6,79,50,0.05,0.072,0.01
4.975,1444.678,1444.678,76.46,76.611,-12.469,12.472,70.131,0.01,70.131,90.012,4.801,0.272,28.61,-80.6,0.034,-6.715e-6,-1.776,-0.006,84.97,90.012,3967,245,0.393,0.002,9.791,1226,904,4.087,0,0,10.672,0.634,0.353,0.216,0.066,0.634,0.006,0.024,4.427e-4,0,0,0,0,-2.476e-4,1.996,90.012,12.138,961.6,0.001,338.654,0.227,8.028e6,79,50,0.05,0.072,0.01
5.025,1457.172,1457.172,75.838,75.989,-12.418,12.423,70.919,0.01,70.919,90.012,4.784,0.344,28.61,-80.6,0.115,-6.669e-6,-0.859,3.957e-4,85.027,90.012,3967,245,0.393,0.002,9.791,1224,904,4.065,0,0,10.495,0.634,0.353,0.215,0.066,0.634,0.025,0.103,-6.548e-5,0,0,0,0,-5.638e-5,2.009,90.012,12.113,961.2,0.001,338.639,0.225,7.96e6,79,50,0.05,0.072,0.01
5.075,1469.56,1469.56,75.218,75.369,-12.374,12.378,71.699,0.01,71.699,90.012,4.767,0.33,28.61,-80.6,0.115,-6.434e-6,-0.03,5.506e-4,85.027,90.012,3967,245,0.393,0.002,9.791,1224,904,4.067,0,0,10.317,0.634,0.353,0.215,0.066,0.634,0.023,0.095,2.957e-4,0,0,0,0,-7.321e-8,1.929,90.012,12.089,960.7,0.001,338.625,0.223,7.892e6,79,50,0.05,0.073,0.01
5.125,1481.85,1481.85,74.601,74.752,-12.333,12.336,72.48,0.01,72.48,90.012,4.751,0.292,28.61,-80.6,0.057,-6.268e-6,0.859,-0.001,85.027,90.012,3967,245,0.393,0.002,9.791,1225,904,4.076,0,0,10.141,0.634,0.353,0.215,0.065,0.634,0.015,0.061,1.758e-4,0,0,0,0,5.673e-5,1.857,90.012,12.064,960.3,0.001,338.61,0.221,7.825e6,79,50,0.05,0.073,0.01
5.175,1494.035,1494.035,73.985,74.137,-12.291,12.294,73.261,0.013,73.261,90.012,4.738,0.272,28.61,-80.6,0.057,-6.251e-6,1.089,-0.001,84.97,90.012,3967,245,0.393,0.002,9.791,1225,904,4.081,0,0,9.969,0.634,0.353,0.215,0.065,0.634,0.011,0.044,3.608e-4,0,0,0,0,1.001e-4,1.848,90.012,12.04,959.8,0.001,338.595,0.219,7.758e6,79,50,0.05,0.073,0.009
5.225,1506.122,1506.122,73.372,73.524,-12.246,12.249,74.035,0.013,74.035,90.012,4.724,0.308,28.61,-80.6,0.115,-5.942e-6,1.662,-0.002,84.912,90.012,3967,245,0.393,0.002,9.791,1224,904,4.069,0,0,9.803,0.634,0.353,0.215,0.065,0.634,0.02,0.083,-3.069e-5,0,0,0,0,2.39e-4,1.966,90.012,12.016,959.4,0.001,338.581,0.218,7.693e6,79,50,0.05,0.074,0.009
5.275,1518.11,1518.11,72.761,72.913,-12.206,12.209,74.81,0.013,74.81,90.012,4.708,0.276,28.61,-80.6,0.057,-5.913e-6,2.406,-0.001,84.798,90.012,3967,245,0.393,0.002,9.791,1225,904,4.079,0,0,9.637,0.634,0.353,0.215,0.065,0.634,0.012,0.05,4.822e-4,0,0,0,0,5.031e-4,2,90.012,11.992,959,0.001,338.566,0.216,7.628e6,79,50,0.05,0.074,0.009
5.325,1529.993,1529.993,72.151,72.304,-12.169,12.171,75.581,0.013,75.581,90.012,4.696,0.227,28.61,-80.6,0.005,-5.821e-6,-2.521,-0.01,84.683,90.012,3967,245,0.393,0.002,9.791,1226,904,4.092,0,0,9.472,0.633,0.353,0.215,0.065,0.633,9.286e-4,0.005,-3.936e-4,0,0,0,0,-5.507e-4,2.02,90.012,11.969,958.6,0.001,338.552,0.214,7.562e6,79,50,0.05,0.074,0.009
5.375,1541.781,1541.781,71.544,71.697,-12.136,12.137,76.352,0.013,76.352,90.012,4.686,0.141,28.61,-80.6,0.115,-5.735e-6,-2.292,-1.408e-4,84.569,90.012,3967,245,0.393,0.002,9.791,1224,904,4.064,0,0,9.308,0.633,0.353,0.215,0.065,0.633,0.025,0.101,2.289e-4,0,0,0,0,-4.649e-4,1.961,90.012,11.945,958.1,0.001,338.538,0.212,7.496e6,79,50,0.05,0.075,0.009
5.425,1553.468,1553.468,70.938,71.092,-12.101,12.101,77.119,0.013,77.119,90.012,4.682,0.084,28.61,-80.6,0.229,-5.953e-6,-0.917,-9.162e-4,84.454,90.012,3967,245,0.393,0.002,9.791,1223,904,4.046,0,0,9.147,0.633,0.353,0.215,0.065,0.633,0.041,0.164,-3.639e-5,0,0,0,0,-7.72e-5,1.9,90.012,11.922,957.7,0.001,338.524,0.21,7.43e6,79,50,0.05,0.075,0.009
5.475,1565.052,1565.052,70.334,70.489,-12.06,12.061,77.887,0.013,77.887,90.012,4.677,0.081,28.61,-80.6,0.229,-5.338e-6,0.286,-0.001,84.454,90.012,3967,245,0.393,0.002,9.791,1223,904,4.045,0,0,8.988,0.633,0.353,0.215,0.065,0.633,0.041,0.166,4.576e-5,0,0,0,0,7.844e-6,1.866,90.012,11.899,957.3,0.001,338.51,0.209,7.365e6,79,50,0.05,0.076,0.009
5.525,1576.542,1576.542,69.732,69.888,-12.019,12.019,78.652,0.013,78.652,90.012,4.673,0.097,28.61,-80.6,0.229,-5.312e-6,1.662,-0.005,84.511,90.012,3967,245,0.393,0.002,9.791,1223,904,4.051,0,0,8.829,0.633,0.353,0.214,0.065,0.633,0.036,0.145,-4.228e-4,0,0,0,0,2.641e-4,1.788,90.012,11.877,956.9,0.001,338.496,0.207,7.3e6,79,50,0.05,0.076,0.009
5.575,1587.933,1587.933,69.132,69.289,-11.967,11.969,79.419,0.013,79.419,90.012,4.666,0.226,28.61,-80.6,0.02,-5.232e-6,-2.349,-0.038,84.626,90.012,3967,245,0.393,0.002,9.791,1226,904,4.088,0,0,8.675,0.633,0.353,0.214,0.065,0.633,0.004,0.015,3.77e-4,0,0,0,0,-5.364e-4,1.879,90.012,11.854,956.5,0.001,338.482,0.205,7.236e6,79,50,0.05,0.076,0.009
5.625,1599.222,1599.222,68.535,68.692,-11.919,11.924,80.184,0.013,80.184,90.012,4.65,0.341,28.61,-80.6,0.229,-5.231e-6,-1.49,-0.006,84.74,90.012,3967,245,0.393,0.002,9.791,1223,904,4.046,0,0,8.526,0.633,0.354,0.214,0.065,0.633,0.04,0.161,-5.934e-5,0,0,0,0,-2.161e-4,1.959,90.012,11.832,956.1,0.001,338.469,0.203,7.173e6,79,50,0.05,0.077,0.009
5.675,1610.417,1610.417,67.94,68.098,-11.879,11.885,80.945,0.013,80.945,90.012,4.633,0.354,28.61,-80.6,0.229,-5.628e-6,-0.115,-0.004,84.74,90.012,3967,245,0.393,0.002,9.791,1222,904,4.039,0,0,8.374,0.633,0.354,0.214,0.065,0.633,0.046,0.185,2.625e-4,0,0,0,0,-1.321e-6,1.911,90.012,11.809,955.7,0.001,338.455,0.202,7.109e6,79,50,0.05,0.077,0.009
5.725,1621.512,1621.512,67.347,67.505,-11.844,11.848,81.703,0.013,81.703,90.012,4.616,0.318,28.61,-80.6,0.229,-5.643e-6,1.146,-0.006,84.74,89.954,3967,245,0.393,0.002,9.791,1223,904,4.049,0,0,8.223,0.632,0.354,0.214,0.065,0.633,0.037,0.148,-4.754e-4,0,0,0,0,1.375e-4,1.843,90.012,11.787,955.3,0.001,338.442,0.2,7.044e6,79,50,0.05,0.077,0.009
5.775,1632.513,1632.513,66.755,66.914,-11.811,11.814,82.461,0.013,82.461,90.012,4.601,0.271,28.61,-80.6,0.115,-5.378e-6,2.005,-0.008,84.626,89.954,3967,245,0.393,0.002,9.791,1224,904,4.065,0,0,8.075,0.632,0.354,0.214,0.065,0.632,0.023,0.092,-9.349e-5,0,0,0,0,4.17e-4,1.806,90.012,11.766,954.9,0.001,338.429,0.198,6.981e6,79,50,0.05,0.078,0.009
